Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",28y 145d,206 (119-0-87 57.77%),185 (0.90),83 (35-0-48 42.17%),65 (0.78)
36,"Browne, Andrew",20y 71d,13 (7-0-6 53.85%),4 (0.31),←,
10,"Cook, Troy",27y 347d,146 (66-0-80 45.21%),60 (0.41),103 (42-0-61 40.78%),49 (0.48)
33,"Farmer, Jeff",27y 30d,175 (82-0-93 46.86%),343 (1.96),57 (30-0-27 52.63%),84 (1.47)
14,"Grover, Antoni",24y 135d,71 (30-0-41 42.25%),11 (0.15),←,
42,"Haddrill, Robert",23y 178d,48 (26-0-22 54.17%),,←,
4,"Hasleby, Paul",23y 42d,103 (42-0-61 40.78%),70 (0.68),←,
11,"Headland, Des",23y 185d,89 (62-0-27 69.66%),82 (0.92),37 (22-0-15 59.46%),30 (0.81)
20,"Longmuir, Justin",23y 185d,95 (38-0-57 40.00%),127 (1.34),←,
8,"McManus, Shaun",28y 166d,161 (60-0-101 37.27%),74 (0.46),←,
34,"Medhurst, Paul",22y 226d,60 (32-0-28 53.33%),122 (2.03),←,
28,"Murphy, Ryan",19y 61d,2 (2-0-0 100.00%),,←,
23,"Parker, Shane",31y 157d,179 (65-0-114 36.31%),9 (0.05),←,
29,"Pavlich, Matthew",22y 206d,101 (41-0-60 40.59%),106 (1.05),←,
12,"Polak, Graham",20y 38d,43 (26-0-17 60.47%),3 (0.07),←,
31,"Sandilands, Aaron",21y 231d,34 (22-0-12 64.71%),6 (0.18),←,
3,"Schammer, Byron",19y 33d,33 (21-0-12 63.64%),12 (0.36),←,
35,"Siegert, Andrew",22y 188d,27 (12-0-15 44.44%),1 (0.04),←,
2,"Simmonds, Troy",26y 11d,99 (51-0-48 51.52%),61 (0.62),59 (31-0-28 52.54%),54 (0.92)
22,"Thornton, Scott",21y 317d,10 (7-0-3 70.00%),,←,
19,"Walker, James",25y 191d,115 (45-0-70 39.13%),13 (0.11),←,
6,"Woods, Dion",22y 181d,53 (26-0-27 49.06%),5 (0.09),←,
Totals,Totals,23y 317d,1863 (882-0-981 47.34%),1294 (0.69),,
C,"Connolly, Chris",41y 121d,63 (34-0-29 53.97%),,62 (33-0-29 53.23%),
