Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Baker, Liam",13,5,8,21,,,,4.0,3.0,1.0,2.0,4.0,,2.0,,10.0,12.0,,,3.0,,1.0,81.0
21,"Balta, Noah",16,8,1,17,,,,,6.0,2.0,,5.0,2.0,,,7.0,10.0,2.0,,5.0,1.0,,96.0
29,"Bolton, Shai",8,1,12,20,1,,,2.0,,4.0,6.0,1.0,1.0,,,13.0,9.0,1.0,,2.0,,,85.0
35,"Broad, Nathan",15,7,4,19,,,,3.0,6.0,2.0,,3.0,2.0,,1.0,6.0,12.0,,,12.0,,,100.0
42 ↑,"Clarke, Judson",1,2,1,2,1,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,26.0
9,"Cotchin, Trent",7,5,5,12,3,,,,1.0,,1.0,3.0,,1.0,,4.0,7.0,1.0,2.0,,,1.0,65.0
34,"Graham, Jack",6,3,11,17,1,,,3.0,,1.0,,,,,,6.0,11.0,,1.0,2.0,,1.0,82.0
2,"Grimes, Dylan",3,3,3,6,,,,2.0,1.0,1.0,1.0,2.0,,1.0,,3.0,4.0,,,5.0,,,78.0
22 ↓,"Hopper, Jacob",7,2,3,10,,,,4.0,1.0,5.0,3.0,5.0,1.0,1.0,,6.0,6.0,,,,,,48.0
31,"Mansell, Rhyan",6,1,3,9,2,,,5.0,,2.0,,4.0,3.0,2.0,,5.0,4.0,,,,,,77.0
4,"Martin, Dustin",14,9,5,19,4,1.0,,3.0,,3.0,2.0,2.0,1.0,1.0,,7.0,12.0,2.0,5.0,1.0,,1.0,84.0
33,"McIntosh, Kamdyn",16,8,3,19,,1.0,,3.0,4.0,3.0,,8.0,,3.0,,2.0,16.0,,,4.0,,1.0,87.0
46,"Miller, Ben",3,1,3,6,,,9.0,4.0,2.0,1.0,1.0,3.0,,,,5.0,3.0,,,8.0,1.0,,71.0
50,"Pickett, Marlion",4,1,3,7,,,,,,4.0,,1.0,,1.0,,5.0,3.0,,,1.0,,2.0,84.0
3,"Prestia, Dion",12,5,7,19,1,,,2.0,1.0,3.0,1.0,4.0,1.0,,3.0,5.0,15.0,,,1.0,,1.0,86.0
13,"Ralphsmith, Hugo",6,6,7,13,,,,,1.0,3.0,,1.0,,,,5.0,8.0,,,1.0,,1.0,81.0
8,"Riewoldt, Jack",11,5,1,12,2,1.0,,2.0,1.0,3.0,,4.0,1.0,,,4.0,5.0,1.0,3.0,4.0,,,78.0
17,"Rioli, Daniel",17,6,6,23,1,1.0,,3.0,4.0,3.0,,1.0,2.0,,2.0,3.0,17.0,,1.0,1.0,2.0,1.0,70.0
5,"Ross, Jack",12,6,1,13,,,,2.0,1.0,2.0,,,,,,3.0,11.0,1.0,,,,,81.0
32,"Ryan, Samson",7,3,2,9,,,29.0,2.0,,5.0,5.0,3.0,1.0,,,4.0,3.0,1.0,,3.0,,1.0,86.0
15,"Short, Jayden",22,9,4,26,,,,3.0,6.0,5.0,4.0,4.0,3.0,1.0,,8.0,17.0,,,1.0,,,77.0
14,"Taranto, Tim",17,3,11,28,,,,12.0,2.0,3.0,6.0,8.0,2.0,1.0,,13.0,13.0,,,,,,87.0
1,"Vlastuin, Nick",11,4,4,15,,,,2.0,6.0,,,,1.0,,,4.0,5.0,,,5.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,103,108,342,16,6.0,38.0,62.0,46.0,56.0,32.0,66.0,21.0,14.0,6.0,129.0,204.0,10.0,13.0,59.0,5.0,11.0,
Opposition,Opposition,217,94,140,357,11,12.0,43.0,46.0,40.0,57.0,47.0,74.0,14.0,21.0,,148.0,208.0,13.0,15.0,42.0,6.0,9.0,
