Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 331d,109 (68-0-41 62.39%),159 (1.46),71 (50-0-21 70.42%),104 (1.46)
11,"Archer, Glenn",27y 154d,179 (117-0-62 65.36%),108 (0.60),←,
26,"Bell, Peter",24y 177d,125 (84-0-41 67.20%),122 (0.98),123 (84-0-39 68.29%),120 (0.98)
12,"Blakey, John",34y 32d,324 (176-0-148 54.32%),106 (0.33),189 (124-0-65 65.61%),68 (0.36)
22,"Burton, Matthew",30y 98d,93 (35-0-58 37.63%),42 (0.45),23 (13-0-10 56.52%),10 (0.43)
16,"Capuano, Mathew",24y 358d,82 (60-0-22 73.17%),24 (0.29),←,
18,"Carey, Wayne",29y 90d,230 (145-0-85 63.04%),636 (2.77),←,
23,"Clayton, Shane",21y 306d,67 (36-0-31 53.73%),19 (0.28),49 (34-0-15 69.39%),18 (0.37)
45,"Cochrane, Stuart",22y 36d,12 (6-0-6 50.00%),1 (0.08),←,
2,"Colbert, Leigh",25y 79d,118 (70-1-47 59.75%),57 (0.48),13 (8-0-5 61.54%),7 (0.54)
6,"Grant, Shannon",23y 128d,132 (84-1-47 64.02%),150 (1.14),74 (52-0-22 70.27%),112 (1.51)
29,"Harvey, Brent",22y 103d,89 (61-0-28 68.54%),101 (1.13),←,
34,"King, David",28y 171d,157 (105-0-52 66.88%),70 (0.45),←,
35,"Makepeace, Troy",21y 172d,22 (14-0-8 63.64%),6 (0.27),←,
4,"Martyn, Mick",31y 360d,257 (153-1-103 59.73%),15 (0.06),←,
5,"McCartney, Jason",26y 164d,145 (83-0-62 57.24%),52 (0.36),70 (49-0-21 70.00%),4 (0.06)
31,"McKernan, Corey",26y 250d,161 (111-0-50 68.94%),195 (1.21),←,
28,"Pickett, Byron",23y 14d,76 (53-0-23 69.74%),4 (0.05),←,
13,"Pike, Martin",27y 285d,141 (70-0-71 49.65%),59 (0.42),81 (58-0-23 71.60%),19 (0.23)
24,"Sholl, Craig",32y 239d,235 (142-0-93 60.43%),165 (0.70),←,
7,"Simpson, Adam",24y 191d,115 (82-0-33 71.30%),40 (0.35),←,
10,"Stevens, Anthony",29y 54d,218 (136-0-82 62.39%),101 (0.46),←,
Totals,Totals,26y 189d,3087 (1891-3-1193 61.26%),2232 (0.72),,
C,"Pagan, Denis",52y 336d,195 (129-0-66 66.15%),,←,
