Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Campbell, Wayne",13,3,7,20,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
44,"Daffy, Nick",9,1,8,17,,,,1.0,,,,,1.0,,,,,,,,,,
18,"Edwards, Stuart",2,2,3,5,2,,,2.0,,,,,,,,,,,,,,,
30,"Free, Tony",10,2,3,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
25,"Gale, Brendon",6,3,6,12,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
39,"Gwilliam, Brad",4,2,1,5,,,,2.0,,,,,,,,,,,,,,,
34,"Hogg, Jeff",15,4,7,22,,,,,,,,,5.0,1.0,,,,,,,,,
42,"Honybun, David",4,1,2,6,,,5.0,1.0,,,,,2.0,2.0,,,,,,,,,
16,"Jackson, Stevan",3,4,6,9,1,,,1.0,,,,,,3.0,,,,,,,,,
2,"Keays, Terry",10,3,1,11,1,,,1.0,,,,,,1.0,,,,,,,,,
33,"Knights, Matthew",2,,6,8,,,,1.0,,,,,,,,,,,,,,,
4,"Lambert, Craig",12,3,18,30,2,,,1.0,,,,,3.0,,,,,,,,,,
26,"Leys, Brian",11,7,8,19,2,,,,,,,,1.0,,,,,,,,,,
27,"Maxfield, Stuart",10,1,2,12,,,,3.0,,,,,,,,,,,,,,,
28,"McQueen, Mark",9,2,5,14,1,,,2.0,,,,,3.0,1.0,,,,,,,,,
6,"Naish, Chris",15,5,4,19,1,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
8,"Ryan, Stephen",7,2,7,14,,1.0,,1.0,,,,,,1.0,,,,,,,,,
41,"Turner, Scott",4,2,2,6,,,1.0,,,,,,1.0,1.0,,,,,,,,,
23,"Walker, Robert",4,2,4,8,,,,,,,,,1.0,,,,,,,,,,
3,"Weightman, Dale",8,,9,17,1,2.0,,1.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,158,49,109,267,11,6.0,7.0,23.0,,,,,24.0,16.0,,,,,,,,,
Opposition,Opposition,220,76,101,321,29,24.0,25.0,27.0,,,,,16.0,24.0,6.0,,,,,,,,
