North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",25y 134d,56 (30-0-26 53.57%),21 (0.38),46 (23-0-23 50.00%),17 (0.37)
18,"Atley, Shaun",26y 276d,189 (96-0-93 50.79%),43 (0.23),←,
50,"Brown, Ben",26y 208d,112 (59-0-53 52.68%),249 (2.22),←,
10,"Cunnington, Ben",27y 351d,200 (103-0-97 51.50%),83 (0.41),←,
9,"Davies-Uniacke, Luke",20y 8d,17 (6-0-11 35.29%),3 (0.18),←,
14,"Dumont, Trent",23y 351d,73 (28-0-45 38.36%),23 (0.32),←,
24,"Durdin, Sam",23y 10d,12 (4-0-8 33.33%),1 (0.08),←,
6,"Garner, Taylor",25y 159d,38 (17-0-21 44.74%),26 (0.68),←,
22,"Goldstein, Todd",30y 350d,225 (114-1-110 50.89%),117 (0.52),←,
20,"Larkey, Nick",21y 10d,10 (4-0-6 40.00%),11 (1.10),←,
11,"McDonald, Luke",24y 127d,106 (55-0-51 51.89%),16 (0.15),←,
17,"Pittard, Jasper",28y 76d,139 (71-0-68 51.08%),12 (0.09),13 (5-0-8 38.46%),1 (0.08)
13,"Polec, Jared",26y 247d,119 (64-0-55 53.78%),65 (0.55),13 (5-0-8 38.46%),10 (0.77)
12,"Simpkin, Jy",21y 103d,47 (20-0-27 42.55%),25 (0.53),←,
25,"Tarrant, Robbie",30y 52d,139 (67-0-72 48.20%),44 (0.32),←,
26,"Thomas, Tarryn",19y 83d,11 (5-0-6 45.45%),10 (0.91),←,
16,"Thompson, Scott",33y 38d,233 (113-2-118 48.93%),7 (0.03),←,
28,"Turner, Kayne",23y 167d,71 (36-0-35 50.70%),51 (0.72),←,
2,"Williams, Marley",25y 329d,111 (56-0-55 50.45%),10 (0.09),43 (20-0-23 46.51%),4 (0.09)
32,"Wood, Mason",25y 276d,50 (25-0-25 50.00%),65 (1.30),←,
7,"Ziebell, Jack",28y 108d,201 (97-0-104 48.26%),151 (0.75),←,
44,"Zurhaar, Cameron",21y 25d,19 (8-0-11 42.11%),17 (0.89),←,
Totals,Totals,25y 142d,2178 (1078-3-1097 49.49%),1050 (0.48),,
C,"Shaw, Rhyce",37y 243d,3 (2-0-1 66.67%),,←,
