Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Charles, Sean",9,3,3,12,,2.0,,,,,,,,1.0,,,,,,,,,
23,"Clarkson, Alastair",8,6,10,18,,,,1.0,,,,,,,,,,,,,,,
33,"Farmer, Jeff",2,,10,12,,,,,,,,,1.0,,,,,,,,,,
21,"Febey, Steven",22,4,6,28,,,,,,,,,1.0,,,,,,,,,,
32,"Gaspar, Damien",5,1,1,6,,,,,,,,,1.0,,,,,,,,,,
15,"Hopgood, Paul",7,1,5,12,,,,,,,,,1.0,1.0,,,,,,,,,
27,"Ingerson, Anthony",3,3,10,13,,,,5.0,,,,,1.0,,,,,,,,,,
34,"Irving, Dean",4,2,3,7,,,2.0,2.0,,,,,1.0,,,,,,,,,,
36,"Leoncelli, Andrew",15,3,7,22,,,,1.0,,,,,,,,,,,,,,,
17,"Lovett, Brett",1,1,3,4,,,,,,,,,,,,,,,,,,,
35,"McDonald, Anthony",8,4,8,16,,,,1.0,,,,,,2.0,,,,,,,,,
18,"Nettelbeck, Craig",9,4,4,13,1,3.0,1.0,,,,,,2.0,4.0,,,,,,,,,
38,"OBrien, Darren",1,1,,1,,,,,,,,,,,,,,,,,,,
4,"Obst, Andrew",2,1,4,6,,,,2.0,,,,,1.0,,,,,,,,,,
16,"Pyman, Robert",15,5,4,19,1,1.0,,2.0,,,,,,,,,,,,,,,
5,"Schwarz, David",2,1,,2,2,,,,,,,,,1.0,,,,,,,,,
10,"Seecamp, Marcus",7,2,5,12,,,,1.0,,,,,,3.0,,,,,,,,,
11,"Stynes, Jim",21,11,7,28,,1.0,11.0,,,,,,1.0,4.0,,,,,,,,,
12,"Viney, Todd",15,5,17,32,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
22,"Woewodin, Shane",9,5,6,15,,1.0,,3.0,,,,,,,2.0,,,,,,,,
13,"Yze, Adem",19,7,2,21,,3.0,,3.0,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,70,115,299,5,15.0,14.0,24.0,,,,,11.0,20.0,2.0,,,,,,,,
Opposition,Opposition,206,95,77,283,14,13.0,21.0,33.0,,,,,20.0,11.0,4.0,,,,,,,,
