Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 209d,40 (16-1-23 41.25%),24 (0.60),←,
18,"Cameron, Leon",17y 321d,15 (9-0-6 60.00%),6 (0.40),←,
3,"Campbell, Adrian",21y 197d,24 (10-1-13 43.75%),27 (1.13),←,
17,"Charles, Justin",19y 295d,8 (4-0-4 50.00%),,←,
20,"Coleman, Glenn",29y 167d,139 (76-1-62 55.04%),80 (0.58),14 (8-0-6 57.14%),16 (1.14)
4,"Davies, Darren",24y 279d,34 (15-0-19 44.12%),30 (0.88),←,
26,"Del-Re, Danny",22y 158d,9 (5-0-4 55.56%),13 (1.44),←,
12,"Eppelstun, Greg",23y 246d,75 (37-1-37 50.00%),1 (0.01),←,
32,"Foster, Peter",30y 48d,122 (65-2-55 54.10%),50 (0.41),115 (62-2-51 54.78%),48 (0.42)
29,"Grant, Chris",17y 219d,16 (9-0-7 56.25%),46 (2.88),←,
7,"Hawkins, Doug",30y 76d,237 (94-3-140 40.30%),115 (0.49),←,
43,"Hogg, Matthew",21y 211d,49 (20-1-28 41.84%),4 (0.08),←,
10,"Hunter, Mark",24y 320d,33 (13-1-19 40.91%),2 (0.06),←,
21,"Kolyniuk, Steven",20y 15d,26 (13-1-12 51.92%),24 (0.92),←,
39,"Liberatore, Tony",24y 159d,34 (20-0-14 58.82%),20 (0.59),←,
11,"McGuinness, Tony",26y 75d,103 (47-2-54 46.60%),102 (0.99),←,
14,"Reynolds, Keenan",21y 194d,12 (8-0-4 66.67%),1 (0.08),←,
33,"Royal, Brian",28y 220d,153 (80-2-71 52.94%),191 (1.25),←,
16,"Wallace, Terry",31y 219d,244 (144-2-98 59.43%),119 (0.49),59 (26-1-32 44.92%),16 (0.27)
24,"Wallis, Stephen",25y 266d,161 (82-2-77 51.55%),40 (0.25),←,
Totals,Totals,24y 67d,1534 (767-20-747 50.00%),895 (0.58),,
C,"Wheeler, Terry",35y 129d,16 (9-0-7 56.25%),,←,
