Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Bassett, Adrian",8,5,8,16,1,,,1.0,,,,,2.0,3.0,,,,,,,,,
8,"Blackwell, Wayne",10,4,8,18,,,,1.0,,,,,4.0,,,,,,,,,,
21,"Bradley, Craig",17,4,5,22,,,,2.0,,,,,4.0,1.0,2.0,,,,,,,,
5,"Da Rui, Steven",14,3,3,17,,1.0,,2.0,,,,,,1.0,,,,,,,,,
35,"Dean, Peter",15,7,5,20,,,1.0,,,,,,3.0,2.0,,,,,,,,,
2,"Fotia, Dominic",7,,3,10,,1.0,,3.0,,,,,1.0,,,,,,,,,,
32,"Glascott, David",4,2,3,7,,,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Gleeson, Adrian",11,,4,15,,1.0,,,,,,,,1.0,,,,,,,,,
13,"Hanna, Mil",15,3,7,22,,,,,,,,,3.0,3.0,,,,,,,,,
11,"Hawker, Glenn",13,5,7,20,,3.0,,1.0,,,,,1.0,3.0,,,,,,,,,
28,"Kernahan, David",6,1,3,9,,,,,,,,,1.0,1.0,,,,,,,,,
4,"Kernahan, Stephen",12,12,3,15,5,2.0,,1.0,,,,,1.0,5.0,,,,,,,,,
44,"Madden, Justin",7,2,4,11,,,12.0,1.0,,,,,1.0,4.0,,,,,,,,,
45,"McKenzie, Warren",6,1,3,9,,,,3.0,,,,,,,,,,,,,,,
23,"Meldrum, Paul",4,,,4,,,,1.0,,,,,1.0,,,,,,,,,,
17,"Naley, Mark",14,2,3,17,5,1.0,,1.0,,,,,2.0,1.0,3.0,,,,,,,,
19,"Phillips, Andrew",16,5,6,22,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
36,"Rieniets, Tim",9,2,4,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
18,"Sartori, Peter",8,3,1,9,2,2.0,11.0,1.0,,,,,3.0,1.0,,,,,,,,,
1,"Silvagni, Stephen",7,4,7,14,,,,1.0,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,65,87,290,13,15.0,24.0,22.0,,,,,33.0,29.0,5.0,,,,,,,,
Opposition,Opposition,197,59,89,286,15,9.0,20.0,26.0,,,,,29.0,33.0,1.0,,,,,,,,
