Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Athorn, Mark",10,2,7,17,,,,,,,,,3.0,1.0,,,,,,,,,
18,"Blakey, John",14,6,12,26,1,,,1.0,,,,,1.0,3.0,,,,,,,,,
42,"Board, Terry",9,3,6,15,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
17,"Broderick, Paul",14,1,12,26,2,,,3.0,,,,,3.0,2.0,,,,,,,,,
49,"Bunn, Mark",11,4,11,22,,,,3.0,,,,,2.0,,,,,,,,,,
40,"Clayton, Scott",26,5,11,37,1,,,1.0,,,,,1.0,,1.0,,,,,,,,
2,"Dilena, Carl",16,8,15,31,1,1.0,,1.0,,,,,,3.0,,,,,,,,,
7,"Gale, Michael",11,7,9,20,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",5,4,3,8,,,,3.0,,,,,,2.0,,,,,,,,,
16,"Matera, Wally",1,,,1,,,,,,,,,,,,,,,,,,,
44,"Osborne, Richard",14,3,3,17,4,4.0,,2.0,,,,,,2.0,,,,,,,,,
3,"Pert, Gary",,,,,,,,,,,,,,,,,,,,,,,
9,"Rendell, Matthew",12,4,4,16,,,6.0,,,,,,2.0,1.0,,,,,,,,,
1,"Roos, Paul",11,8,7,18,,1.0,1.0,1.0,,,,,4.0,1.0,,,,,,,,,
20,"Rowe, Duane",6,2,2,8,,,,3.0,,,,,1.0,,,,,,,,,,
33,"Stephens, Brett",13,2,12,25,,1.0,,2.0,,,,,2.0,2.0,2.0,,,,,,,,
31,"Strooper, David",7,3,7,14,,,,1.0,,,,,2.0,,,,,,,,,,
30,"Waterson, Chris",12,1,12,24,1,1.0,,2.0,,,,,3.0,,,,,,,,,,
28,"Wheildon, Darren",12,10,2,14,6,4.0,1.0,2.0,,,,,,2.0,3.0,,,,,,,,
34,"Woods, Tony",14,3,5,19,2,,,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,76,140,358,18,17.0,8.0,29.0,,,,,27.0,22.0,6.0,,,,,,,,
Opposition,Opposition,219,80,111,330,16,17.0,21.0,27.0,,,,,22.0,27.0,,,,,,,,,
