Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
30,"Conca, Reece",18y 255d,5 (1-1-3 30.00%),,←,
9,"Cotchin, Trent",21y 17d,47 (19-1-27 41.49%),19 (0.40),←,
3,"Deledio, Brett",24y 6d,133 (47-4-82 36.84%),92 (0.69),←,
10,"Edwards, Shane",22y 181d,74 (20-4-50 29.73%),37 (0.50),←,
41,"Foley, Nathan",25y 228d,93 (29-3-61 32.80%),22 (0.24),←,
25,"Graham, Angus",24y 8d,38 (10-2-26 28.95%),13 (0.34),←,
6,"Grigg, Shaun",23y 5d,48 (19-1-28 40.63%),12 (0.25),5 (1-1-3 30.00%),2 (0.40)
48,"Grimes, Dylan",19y 282d,4 (1-0-3 25.00%),,←,
14,"Houli, Bachar",22y 347d,31 (11-2-18 38.71%),9 (0.29),5 (1-1-3 30.00%),
23,"Jackson, Daniel",24y 364d,88 (26-3-59 31.25%),25 (0.28),←,
28,"King, Jake",27y 29d,60 (15-4-41 28.33%),29 (0.48),←,
4,"Martin, Dustin",19y 302d,26 (7-1-18 28.85%),20 (0.77),←,
16,"McGuane, Luke",24y 71d,73 (21-3-49 30.82%),4 (0.05),←,
13,"Miller, Brad",27y 292d,135 (45-2-88 34.07%),91 (0.67),2 (1-0-1 50.00%),2 (1.00)
26,"Nahas, Robin",23y 165d,38 (8-2-28 23.68%),34 (0.89),←,
22,"Nason, Ben",21y 325d,20 (7-0-13 35.00%),14 (0.70),←,
17,"Newman, Chris",28y 341d,180 (57-4-119 32.78%),25 (0.14),←,
18,"Rance, Alex",21y 197d,27 (3-1-23 12.96%),7 (0.26),←,
8,"Riewoldt, Jack",22y 175d,73 (23-3-47 33.56%),151 (2.07),←,
21,"Tuck, Shane",29y 121d,131 (45-3-83 35.50%),57 (0.44),←,
29,"Vickery, Ty",20y 328d,28 (8-2-18 32.14%),13 (0.46),←,
35,"White, Matt",24y 9d,75 (27-4-44 38.67%),36 (0.48),←,
Totals,Totals,23y 201d,1427 (449-50-928 31.46%),710 (0.50),,
C,"Hardwick, Damien",38y 249d,27 (7-1-19 27.78%),,←,
