Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Ah Chee, Brendon",10,6,15,25,1,,1.0,6.0,1.0,4.0,3.0,2.0,1.0,,,8.0,17.0,1.0,2.0,,,1.0,64.0
1,"Boak, Travis",16,6,14,30,,2.0,,5.0,,3.0,7.0,3.0,,,,11.0,18.0,1.0,,3.0,,1.0,78.0
5,"Broadbent, Matthew",12,8,8,20,,,,2.0,4.0,,1.0,,,,,3.0,17.0,,,,2.0,,89.0
11 ↓,"Butcher, John",6,4,2,8,,,,,,,,,,,,2.0,5.0,1.0,1.0,,1.0,1.0,76.0
7,"Ebert, Brad",12,6,12,24,,1.0,2.0,3.0,4.0,3.0,3.0,6.0,,1.0,,5.0,19.0,,,1.0,,,90.0
9,"Gray, Robbie",14,4,20,34,,2.0,,4.0,1.0,7.0,7.0,4.0,1.0,1.0,3.0,17.0,18.0,,2.0,,1.0,4.0,83.0
46,"Gray, Sam",17,3,17,34,1,1.0,,3.0,1.0,6.0,4.0,,2.0,,1.0,11.0,23.0,,1.0,4.0,,,86.0
8,"Hartlett, Hamish",16,8,10,26,1,,,6.0,4.0,3.0,7.0,3.0,4.0,1.0,,12.0,14.0,1.0,,1.0,,1.0,78.0
36,"Hombsch, Jack",2,1,7,9,,,,2.0,2.0,,,1.0,,1.0,,7.0,3.0,,,7.0,,,88.0
24,"Impey, Jarman",7,6,6,13,,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,5.0,8.0,,1.0,4.0,,,78.0
42,"Jonas, Tom",7,4,5,12,,,,2.0,2.0,,,4.0,1.0,3.0,,3.0,7.0,1.0,,9.0,,,91.0
48,"Krakouer, Nathan",11,4,9,20,,,,2.0,4.0,2.0,1.0,3.0,,1.0,,11.0,9.0,,,,,1.0,90.0
2 ↑,"Mitchell, Kane",,1,2,2,,,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,20.0
6,"Monfries, Angus",9,4,4,13,3,,,,,2.0,,6.0,2.0,2.0,,6.0,7.0,1.0,1.0,1.0,,,85.0
3,"Neade, Jake",5,2,9,14,2,1.0,,2.0,1.0,1.0,,1.0,,,,6.0,10.0,,,1.0,,,89.0
13,"OShea, Cameron",11,5,3,14,,,,2.0,2.0,1.0,,2.0,1.0,1.0,,1.0,14.0,,,4.0,,,90.0
29,"Pittard, Jasper",20,10,7,27,,,,1.0,3.0,2.0,1.0,2.0,,2.0,,4.0,20.0,1.0,,4.0,2.0,,82.0
4,"Ryder, Paddy",8,5,6,14,,,40.0,1.0,1.0,,4.0,5.0,2.0,4.0,,10.0,4.0,3.0,,4.0,,,87.0
28,"Schulz, Jay",5,4,2,7,3,,,2.0,,1.0,,3.0,,2.0,,1.0,6.0,,2.0,3.0,,1.0,90.0
39,"Westhoff, Justin",15,4,9,24,,,5.0,3.0,1.0,4.0,4.0,1.0,,,,9.0,16.0,1.0,,4.0,,,91.0
19,"White, Matt",13,6,2,15,1,2.0,,2.0,1.0,5.0,1.0,,,,,4.0,11.0,1.0,1.0,1.0,1.0,1.0,83.0
20,"Wingard, Chad",16,5,4,20,4,1.0,,1.0,,7.0,1.0,2.0,1.0,,2.0,9.0,10.0,2.0,2.0,,,1.0,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,106,173,405,16,12.0,48.0,52.0,33.0,53.0,45.0,51.0,16.0,21.0,6.0,146.0,257.0,15.0,13.0,52.0,7.0,12.0,
Opposition,Opposition,214,103,132,346,13,8.0,38.0,56.0,36.0,54.0,42.0,45.0,21.0,16.0,,122.0,227.0,8.0,14.0,56.0,6.0,9.0,
