North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",11,5,10,21,2,1.0,,4.0,,,,,2.0,,,,,,,,,,
11,"Archer, Glenn",7,1,7,14,,,,1.0,,,,,,,,,,,,,,,
17,"Barnett, John",5,1,2,7,1,2.0,,,,,,,2.0,2.0,,,,,,,,,
12,"Blakey, John",2,1,2,4,,,,1.0,,,,,,,,,,,,,,,
39,"Campbell, Warren",1,,1,2,,,,,,,,,,,,,,,,,,,
18,"Carey, Wayne",10,8,4,14,5,1.0,,,,,,,1.0,2.0,,,,,,,,,
23,"Clarkson, Alastair",,,,,,,,,,,,,,,,,,,,,,,
27,"Crocker, Darren",15,4,4,19,,,,2.0,,,,,3.0,1.0,,,,,,,,,
6,"Fairley, Ian",7,1,3,10,,,,,,,,,1.0,2.0,,,,,,,,,
26,"Ishchenko, Alex",7,9,14,21,,,13.0,,,,,,2.0,1.0,3.0,,,,,,,,
34,"King, David",6,,1,7,,1.0,,,,,,,,,,,,,,,,,
7,"Laidley, Dani",16,4,3,19,,,,1.0,,,,,3.0,2.0,,,,,,,,,
35,"Longmire, John",3,,5,8,1,,,1.0,,,,,2.0,3.0,,,,,,,,,
4,"Martyn, Mick",3,1,2,5,,,,,,,,,2.0,,,,,,,,,,
31,"McKernan, Corey",8,6,3,11,,,8.0,1.0,,,,,2.0,,,,,,,,,,
13,"Nichols, Trent",6,,2,8,,2.0,,2.0,,,,,,3.0,,,,,,,,,
3,"Rock, Anthony",11,,6,17,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
2,"Schwass, Wayne",19,1,6,25,,1.0,,3.0,,,,,2.0,1.0,1.0,,,,,,,,
24,"Sholl, Craig",9,4,3,12,,,,1.0,,,,,2.0,1.0,,,,,,,,,
15,"Smith, Ross",5,,,5,,,,1.0,,,,,3.0,3.0,,,,,,,,,
10,"Stevens, Anthony",15,1,5,20,1,1.0,,2.0,,,,,3.0,5.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,166,47,83,249,11,11.0,21.0,21.0,,,,,31.0,28.0,4.0,,,,,,,,
Opposition,Opposition,188,57,112,300,10,18.0,18.0,32.0,,,,,28.0,31.0,2.0,,,,,,,,
