Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",27y 91d,209 (127-2-80 61.24%),279 (1.33),17 (3-0-14 17.65%),17 (1.00)
37,"Bennell, Harley",18y 315d,11 (2-0-9 18.18%),9 (0.82),←,
44,"Bock, Nathan",28y 146d,131 (63-0-68 48.09%),58 (0.44),18 (3-0-15 16.67%),1 (0.06)
3,"Brennan, Jared",27y 16d,138 (58-3-77 43.12%),85 (0.62),19 (3-0-16 15.79%),10 (0.53)
19,"Daye, Joseph",21y 192d,3 (1-0-2 33.33%),1 (0.33),←,
23,"Dixon, Charlie",20y 324d,10 (2-0-8 20.00%),6 (0.60),←,
17,"Fraser, Josh",29y 220d,214 (112-1-101 52.57%),166 (0.78),14 (2-0-12 14.29%),10 (0.71)
5,"Harbrow, Jarrod",23y 26d,89 (43-1-45 48.88%),23 (0.26),19 (3-0-16 15.79%),2 (0.11)
36,"Iles, Sam",24y 55d,22 (7-0-15 31.82%),8 (0.36),15 (3-0-12 20.00%),8 (0.53)
14,"Krakouer, Nathan",23y 100d,53 (22-0-31 41.51%),15 (0.28),13 (1-0-12 7.69%),8 (0.62)
46,"Lynch, Tom",18y 286d,13 (2-0-11 15.38%),15 (1.15),←,
45,"May, Steven",19y 215d,8 (0-0-8 0.00%),,←,
18,"McKenzie, Trent",19y 132d,18 (3-0-15 16.67%),11 (0.61),←,
41,"Prestia, Dion",18y 305d,14 (1-0-13 7.14%),1 (0.07),←,
35,"Rischitelli, Michael",25y 217d,129 (52-3-74 41.47%),55 (0.43),18 (3-0-15 16.67%),8 (0.44)
26,"Shaw, Matt",19y 189d,12 (2-0-10 16.67%),5 (0.42),←,
2,"Smith, Zac",21y 172d,18 (3-0-15 16.67%),11 (0.61),←,
25,"Stanley, Danny",23y 176d,24 (4-0-20 16.67%),18 (0.75),19 (3-0-16 15.79%),18 (0.95)
24,"Swallow, David",18y 267d,18 (3-0-15 16.67%),10 (0.56),←,
48,"Tape, Seb",19y 7d,11 (1-0-10 9.09%),,←,
4,"Weller, Maverick",19y 181d,12 (1-0-11 8.33%),2 (0.17),←,
38,"Wilkinson, Joel",19y 257d,7 (1-0-6 14.29%),1 (0.14),←,
Totals,Totals,22y 61d,1164 (510-10-644 43.81%),779 (0.67),,
C,"McKenna, Guy",42y 94d,19 (3-0-16 15.79%),,←,
