Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
28,"Arnott, Simon",23y 196d,52 (28-1-23 54.81%),31 (0.60),22 (10-0-12 45.45%),16 (0.73)
22,"Bamford, Scott",25y 67d,59 (13-2-44 23.73%),33 (0.56),13 (6-0-7 46.15%),10 (0.77)
8,"Burns, Ronnie",26y 169d,86 (46-1-39 54.07%),150 (1.74),←,
51,"Clarke, David",19y 106d,13 (5-0-8 38.46%),8 (0.62),←,
33,"Corrigan, Paul",22y 30d,47 (22-0-25 46.81%),6 (0.13),←,
7,"Graham, Ben",25y 300d,107 (66-0-41 61.68%),24 (0.22),←,
37,"Harley, Tom",21y 42d,10 (6-0-4 60.00%),1 (0.10),9 (5-0-4 55.56%),
3,"Houlihan, Adam",21y 145d,25 (17-0-8 68.00%),24 (0.96),←,
13,"Kilpatrick, Glenn",27y,93 (50-0-43 53.76%),17 (0.18),67 (36-0-31 53.73%),13 (0.19)
1,"King, Steven",20y 280d,63 (32-0-31 50.79%),26 (0.41),←,
21,"Mansfield, Michael",28y 21d,181 (103-1-77 57.18%),100 (0.55),←,
17,"McGrath, Tim",28y 326d,184 (110-1-73 60.05%),16 (0.09),177 (106-1-70 60.17%),16 (0.09)
31,"Mensch, David",27y 15d,118 (73-0-45 61.86%),119 (1.01),←,
39,"Milburn, Darren",22y 136d,46 (19-0-27 41.30%),25 (0.54),←,
34,"Rahilly, James",20y 75d,28 (10-0-18 35.71%),6 (0.21),←,
15,"Riccardi, Peter",26y 255d,166 (97-1-68 58.73%),170 (1.02),←,
27,"Sanderson, Brenton",25y 183d,102 (53-1-48 52.45%),26 (0.25),92 (51-1-40 55.98%),21 (0.23)
12,"Sholl, Brad",26y 292d,112 (63-1-48 56.70%),37 (0.33),110 (63-1-46 57.73%),37 (0.34)
24,"Simpson, Hamish",23y 224d,17 (7-0-10 41.18%),,←,
4,"Snell, Jason",22y 33d,50 (25-0-25 50.00%),47 (0.94),←,
20,"Steinfort, Carl",22y 150d,45 (23-0-22 51.11%),17 (0.38),←,
26,"Stoneham, Barry",31y 201d,226 (131-2-93 58.41%),212 (0.94),←,
Totals,Totals,24y 164d,1830 (999-11-820 54.59%),1095 (0.60),,
C,"Ayres, Gary",38y 335d,116 (65-1-50 56.47%),,←,
