Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",26y 182d,110 (68-0-42 61.82%),159 (1.45),72 (50-0-22 69.44%),104 (1.44)
11,"Archer, Glenn",28y 6d,180 (117-0-63 65.00%),109 (0.61),←,
12,"Blakey, John",34y 249d,325 (176-0-149 54.15%),106 (0.33),190 (124-0-66 65.26%),68 (0.36)
22,"Burton, Matthew",30y 315d,94 (35-0-59 37.23%),42 (0.45),24 (13-0-11 54.17%),10 (0.42)
23,"Clayton, Shane",22y 157d,68 (36-0-32 52.94%),19 (0.28),50 (34-0-16 68.00%),18 (0.36)
45,"Cochrane, Stuart",22y 253d,13 (6-0-7 46.15%),2 (0.15),←,
2,"Colbert, Leigh",25y 296d,119 (70-1-48 59.24%),57 (0.48),14 (8-0-6 57.14%),7 (0.50)
6,"Grant, Shannon",23y 345d,133 (84-1-48 63.53%),151 (1.14),75 (52-0-23 69.33%),113 (1.51)
14,"Harris, Daniel",18y 324d,1 (0-0-1 0.00%),1 (1.00),←,
35,"Makepeace, Troy",22y 24d,23 (14-0-9 60.87%),7 (0.30),←,
5,"McCartney, Jason",27y 16d,146 (83-0-63 56.85%),52 (0.36),71 (49-0-22 69.01%),4 (0.06)
31,"McKernan, Corey",27y 101d,162 (111-0-51 68.52%),197 (1.22),←,
44,"Motlop, Shannon",22y 224d,27 (18-0-9 66.67%),19 (0.70),←,
20,"Petrie, Drew",18y 166d,1 (0-0-1 0.00%),,←,
28,"Pickett, Byron",23y 231d,77 (53-0-24 68.83%),4 (0.05),←,
3,"Rawlings, Brady",19y 293d,21 (17-0-4 80.95%),6 (0.29),←,
26,"Rocca, Saverio",27y 130d,157 (70-2-85 45.22%),515 (3.28),1 (0-0-1 0.00%),1 (1.00)
7,"Simpson, Adam",25y 42d,116 (82-0-34 70.69%),40 (0.34),←,
9,"Sinclair, Jess",22y 216d,51 (13-0-38 25.49%),26 (0.51),1 (0-0-1 0.00%),
13,"Smith, Dylan",18y 255d,1 (0-0-1 0.00%),,←,
10,"Stevens, Anthony",29y 271d,219 (136-0-83 62.10%),101 (0.46),←,
36,"Watt, Shannon",20y 124d,7 (5-0-2 71.43%),1 (0.14),←,
Totals,Totals,24y 175d,2051 (1194-4-853 58.22%),1614 (0.79),,
C,"Pagan, Denis",53y 187d,196 (129-0-67 65.82%),,←,
