Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",13,4.0,9,22,3.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,
22,"Bain, David",21,3.0,6,27,,,,3.0,,,,,2.0,2.0,3.0,,,,,,,,
39,"Capper, Warwick",8,6.0,2,10,4.0,1.0,,,,,,,1.0,,,,,,,,,,
19,"Edwards, Bradley",7,4.0,9,16,,,3.0,1.0,,,,,1.0,,,,,,,,,,
4,"Gastev, John",15,5.0,13,28,1.0,,,3.0,,,,,3.0,3.0,1.0,,,,,,,,
38,"Gibson, Michael",4,3.0,14,18,,,,1.0,,,,,2.0,1.0,,,,,,,,,
5,"Hardie, Brad",14,5.0,8,22,5.0,4.0,,2.0,,,,,,2.0,,,,,,,,,
32,"Hart, Shaun",8,,8,16,,,,1.0,,,,,1.0,,,,,,,,,,
41,"Kennedy, Matthew",9,4.0,10,19,,2.0,1.0,,,,,,,2.0,,,,,,,,,
17,"Leslie, Martin",8,,11,19,,,,4.0,,,,,,1.0,,,,,,,,,
7,"McIvor, Scott",17,7.0,18,35,,,,1.0,,,,,,1.0,,,,,,,,,
24,"Merrett, Roger",13,10.0,7,20,3.0,,1.0,2.0,,,,,1.0,6.0,,,,,,,,,
3,"Reynoldson, Steve",9,8.0,12,21,,,6.0,1.0,,,,,,1.0,,,,,,,,,
8,"Richardson, Michael",24,12.0,12,36,,,,1.0,,,,,1.0,2.0,,,,,,,,,
27,"Roberts, Mark",13,1.0,11,24,,,,2.0,,,,,1.0,,,,,,,,,,
20,"Sim, Lachlan",4,,3,7,,,,1.0,,,,,,,,,,,,,,,
46,"Wearne, David",16,2.0,5,21,,,,,,,,,1.0,,,,,,,,,,
48,"Windsor, Ray",4,3.0,4,8,1.0,,,1.0,,,,,,1.0,,,,,,,,,
37,"Withers, Mark",14,1.0,12,26,,,,3.0,,,,,,1.0,2.0,,,,,,,,
21,"Zanotti, Mark",6,6.0,3,9,,,,,,,,,1.0,1.0,,,,,,,,,
Totals,Totals,227,84.0,177,404,17.0,9.0,13.0,28.0,,,,,16.0,25.0,6.0,,,,,,,,
Opposition,Opposition,182,54.0,76,258,9.0,8.0,22.0,24.0,,,,,25.0,16.0,,,,,,,,,
