Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
14,"Calthorpe, David",21y 331d,39 (22-1-16 57.69%),33 (0.85),←,
9,"Cockatoo-Collins, Che",20y 131d,25 (13-2-10 56.00%),38 (1.52),←,
36,"Cummings, Scott",21y 177d,21 (12-1-8 59.52%),39 (1.86),←,
7,"Daniher, Chris",29y 105d,80 (44-3-33 56.88%),20 (0.25),←,
20,"Darcy, Tim",31y 180d,184 (102-2-80 55.98%),85 (0.46),8 (6-2-0 87.50%),2 (0.25)
38,"Denham, Sean",26y 76d,111 (63-3-45 58.11%),47 (0.42),67 (39-3-25 60.45%),26 (0.39)
22,"Doolan, Ben",22y 185d,42 (17-2-23 42.86%),4 (0.10),17 (10-1-6 61.76%),
28,"Flood, David",26y 142d,57 (34-1-22 60.53%),36 (0.63),←,
29,"Grenvold, David",29y 130d,103 (66-3-34 65.53%),17 (0.17),←,
39,"Hardwick, Damien",22y 330d,25 (14-1-10 58.00%),6 (0.24),←,
5,"Hird, James",22y 160d,55 (32-3-20 60.91%),91 (1.65),←,
18,"Lloyd, Matthew",17y 89d,2 (1-1-0 75.00%),3 (1.50),←,
13,"Long, Michael",25y 286d,117 (75-2-40 64.96%),85 (0.73),←,
24,"Misiti, Joe",20y 247d,56 (33-3-20 61.61%),22 (0.39),←,
43,"Morgan, Danny",20y 328d,3 (1-1-1 50.00%),1 (0.33),←,
41,"OConnor, Ryan",21y 17d,16 (8-2-6 56.25%),13 (0.81),←,
10,"ODonnell, Gary",30y 63d,172 (105-3-64 61.92%),64 (0.37),←,
3,"Salmon, Paul",30y 175d,202 (119-2-81 59.41%),490 (2.43),←,
19,"Somerville, Peter",27y 6d,91 (55-2-34 61.54%),75 (0.82),←,
12,"Symons, Michael",23y 301d,55 (34-2-19 63.64%),61 (1.11),←,
4,"Wanganeen, Gavin",22y 26d,97 (54-3-40 57.22%),47 (0.48),←,
Totals,Totals,24y 166d,1553 (904-43-606 58.21%),1277 (0.82),,
C,"Sheedy, Kevin",47y 202d,344 (221-4-119 64.83%),,←,
