Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",24y 283d,108 (39-1-68 36.57%),38 (0.35),77 (36-1-40 47.40%),26 (0.34)
31,"Appleby, Flynn",19y 160d,8 (6-0-2 75.00%),,←,
46,"Cox, Mason",27y 108d,33 (17-0-16 51.52%),40 (1.21),←,
25,"Crisp, Jack",24y 271d,98 (45-1-52 46.43%),42 (0.43),80 (38-1-41 48.13%),32 (0.40)
39,"Crocker, Ben",21y 131d,21 (10-0-11 47.62%),18 (0.86),←,
26,"Daicos, Josh",19y 216d,7 (6-0-1 85.71%),3 (0.43),←,
2,"de Goey, Jordan",22y 107d,61 (30-1-30 50.00%),55 (0.90),←,
15,"Dunn, Lynden",31y 47d,196 (61-3-132 31.89%),98 (0.50),31 (18-1-12 59.68%),1 (0.03)
4,"Grundy, Brodie",24y 76d,96 (49-1-46 51.56%),31 (0.32),←,
32,"Hoskin-Elliott, Will",24y 301d,88 (31-1-56 35.80%),90 (1.02),36 (19-1-16 54.17%),48 (1.33)
38,"Howe, Jeremy",28y 1d,154 (48-1-105 31.49%),88 (0.57),54 (26-1-27 49.07%),8 (0.15)
8,"Langdon, Tom",24y 21d,68 (34-1-33 50.74%),3 (0.04),←,
37,"Maynard, Brayden",21y 283d,61 (26-1-34 43.44%),14 (0.23),←,
16,"Mayne, Chris",29y 240d,184 (103-1-80 56.25%),199 (1.08),12 (8-0-4 66.67%),3 (0.25)
41,"Mihocek, Brody",25y 146d,4 (4-0-0 100.00%),7 (1.75),←,
10,"Pendlebury, Scott",30y 174d,265 (160-2-103 60.75%),165 (0.62),←,
21,"Phillips, Tom",22y 54d,38 (20-1-17 53.95%),23 (0.61),←,
12,"Scharenberg, Matt",22y 285d,27 (17-1-9 64.81%),,←,
22,"Sidebottom, Steele",27y 179d,199 (122-3-74 62.06%),147 (0.74),←,
36,"Sier, Brayden",20y 200d,1 (1-0-0 100.00%),,←,
35,"Stephenson, Jaidyn",19y 166d,14 (10-0-4 71.43%),24 (1.71),←,
24,"Thomas, Josh",26y 272d,55 (35-1-19 64.55%),49 (0.89),←,
Totals,Totals,24y 169d,1786 (874-20-892 48.94%),1134 (0.63),,
C,"Buckley, Nathan",45y 339d,150 (80-1-69 53.67%),,←,
