West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Allen, Oscar",6,4,2,8,1,2.0,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,,4.0,5.0,1.0,2.0,1.0,,,82.0
37,"Barrass, Tom",16,11,1,17,,,,1.0,3.0,,,,,,,2.0,16.0,,,7.0,,,84.0
28,"Cole, Tom",6,3,6,12,,,,5.0,,1.0,,2.0,,1.0,,2.0,10.0,,,5.0,,1.0,84.0
15,"Cripps, Jamie",14,10,7,21,,1.0,,,2.0,6.0,,3.0,,1.0,,3.0,18.0,,1.0,1.0,1.0,2.0,85.0
27,"Darling, Jack",9,2,4,13,3,2.0,,4.0,,2.0,1.0,1.0,2.0,,,9.0,2.0,,1.0,4.0,,,95.0
14,"Duggan, Liam",14,7,3,17,,,,4.0,3.0,1.0,,2.0,,1.0,,5.0,12.0,,,1.0,,,88.0
3,"Gaff, Andrew",23,9,12,35,,,,4.0,4.0,2.0,4.0,7.0,1.0,1.0,,8.0,28.0,,,,,1.0,86.0
16,"Hickey, Tom",7,,6,13,,,21.0,2.0,1.0,1.0,7.0,5.0,,2.0,,7.0,4.0,,,4.0,,,63.0
25,"Hurn, Shannon",26,8,6,32,,,,3.0,6.0,1.0,,5.0,1.0,1.0,3.0,10.0,11.0,3.0,,3.0,2.0,,88.0
34,"Hutchings, Mark",6,5,7,13,,,,1.0,,1.0,1.0,2.0,,1.0,,4.0,9.0,,,,,,85.0
17,"Kennedy, Josh",10,6,2,12,3,1.0,,2.0,,,1.0,2.0,1.0,,,7.0,6.0,2.0,4.0,2.0,,1.0,72.0
7,"Masten, Chris",11,7,5,16,,,,2.0,1.0,3.0,,2.0,,,,3.0,12.0,,,,,,87.0
20,"McGovern, Jeremy",13,9,3,16,,,,,4.0,1.0,,2.0,,,,3.0,12.0,1.0,,4.0,,,82.0
21,"Petruccelle, Jack",6,2,1,7,2,,,1.0,,1.0,,4.0,,3.0,,2.0,5.0,,,,,,72.0
8,"Redden, Jack",20,10,13,33,,,,4.0,2.0,4.0,4.0,3.0,1.0,2.0,,14.0,21.0,,,4.0,,,76.0
35,"Rotham, Josh",13,7,4,17,,,,1.0,3.0,2.0,,,,,,2.0,15.0,1.0,,8.0,,1.0,82.0
1,"Ryan, Liam",5,3,2,7,1,1.0,,2.0,,4.0,1.0,1.0,,,,2.0,5.0,,1.0,,1.0,1.0,78.0
4,"Sheed, Dom",7,4,10,17,,,,3.0,,1.0,6.0,2.0,,,,8.0,9.0,,,,,,81.0
5,"Sheppard, Brad",17,14,10,27,,,,,3.0,1.0,,,,,,5.0,21.0,,,4.0,,,93.0
13,"Shuey, Luke",15,5,9,24,,,,4.0,2.0,4.0,6.0,5.0,1.0,2.0,,12.0,12.0,,,,,,79.0
19,"Vardy, Nathan",7,2,3,10,,,20.0,3.0,,5.0,2.0,3.0,1.0,2.0,,4.0,6.0,,,3.0,,,81.0
6,"Yeo, Elliot",17,7,13,30,,,,2.0,3.0,8.0,4.0,4.0,2.0,1.0,,14.0,18.0,,,2.0,1.0,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,268,135,129,397,10,9.0,42.0,50.0,37.0,51.0,38.0,57.0,12.0,19.0,3.0,130.0,257.0,8.0,9.0,53.0,5.0,7.0,
Opposition,Opposition,219,81,126,345,7,14.0,24.0,54.0,40.0,46.0,27.0,45.0,19.0,12.0,3.0,151.0,184.0,10.0,8.0,41.0,3.0,4.0,
