Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bugg, Tomas",7,3,14,21,,,,8.0,,,1.0,3.0,1.0,1.0,,8.0,13.0,,,,,,82.0
6,"Dawes, Chris",8,5,10,18,,1.0,2.0,2.0,1.0,4.0,2.0,4.0,,2.0,,7.0,12.0,,1.0,2.0,,,92.0
17,"Frost, Sam",11,7,10,21,,,,1.0,5.0,1.0,1.0,1.0,1.0,,,7.0,15.0,3.0,,7.0,,,89.0
11,"Gawn, Max",14,6,13,27,3,1.0,31.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,6.0,18.0,1.0,3.0,1.0,,1.0,85.0
1,"Hogan, Jesse",7,6,12,19,3,,1.0,3.0,,1.0,,2.0,2.0,1.0,,8.0,12.0,3.0,2.0,,,,90.0
29,"Hunt, Jayden",4,3,9,13,,,,1.0,1.0,3.0,2.0,4.0,,2.0,,5.0,9.0,,,2.0,,,82.0
39,"Jetta, Neville",4,2,6,10,,,,,,,,1.0,1.0,1.0,,3.0,7.0,,,2.0,,,86.0
2,"Jones, Nathan",17,5,15,32,1,1.0,,8.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0,11.0,21.0,,,1.0,,,84.0
35,"Kennedy, Ben",11,10,18,29,1,,,2.0,2.0,4.0,1.0,2.0,,,,7.0,22.0,,1.0,,,3.0,73.0
16,"Kent, Dean",14,7,9,23,3,1.0,,4.0,,9.0,,,1.0,,,5.0,17.0,,2.0,1.0,,2.0,83.0
28,"McDonald, Oscar",8,4,10,18,,,,2.0,1.0,,,2.0,,2.0,,6.0,12.0,2.0,,6.0,,,95.0
25,"McDonald, Tom",15,9,4,19,,,1.0,4.0,3.0,,1.0,3.0,,,,5.0,14.0,,,10.0,,,86.0
13,"Oliver, Clayton",3,,13,16,,,1.0,8.0,,,5.0,4.0,,3.0,,10.0,6.0,,,,,,68.0
5,"Petracca, Christian",10,3,10,20,1,1.0,,1.0,,3.0,1.0,1.0,1.0,,,11.0,9.0,1.0,,2.0,,2.0,76.0
15,"Stretch, Billy",2,2,16,18,,,,1.0,,,2.0,,,,,7.0,10.0,,,,,,79.0
9,"Trengove, Jack",5,4,8,13,1,,1.0,9.0,1.0,1.0,2.0,,,,,3.0,11.0,,1.0,1.0,,1.0,65.0
12,"Tyson, Dom",13,7,16,29,,,3.0,9.0,2.0,2.0,2.0,4.0,1.0,,,8.0,22.0,,,,,,75.0
37,"Vandenberg, Aaron",5,6,13,18,,,,5.0,2.0,4.0,,6.0,,2.0,,3.0,15.0,,,1.0,,1.0,77.0
23,"Vince, Bernie",25,7,17,42,,1.0,,1.0,11.0,1.0,2.0,4.0,2.0,1.0,3.0,14.0,28.0,,,,,,85.0
7,"Viney, Jack",14,6,16,30,1,,,4.0,1.0,4.0,6.0,4.0,1.0,1.0,,13.0,17.0,1.0,,1.0,,,80.0
42,"Wagner, Josh",8,6,8,16,,,,4.0,1.0,1.0,,2.0,,1.0,,2.0,14.0,,,2.0,,,83.0
4,"Watts, Jack",14,9,4,18,2,1.0,1.0,2.0,2.0,2.0,3.0,3.0,,1.0,,5.0,12.0,1.0,2.0,1.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,117,251,470,16,8.0,41.0,82.0,37.0,47.0,40.0,56.0,15.0,20.0,6.0,154.0,316.0,12.0,12.0,40.0,,10.0,
Opposition,Opposition,186,74,158,344,8,10.0,36.0,85.0,27.0,48.0,33.0,54.0,20.0,15.0,,153.0,194.0,12.0,13.0,44.0,2.0,7.0,
