Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",13,5,15,28,1,,,4.0,5.0,,2.0,1.0,2.0,,1.0,12.0,16.0,,1.0,2.0,1.0,,96.0
21,"Black, Heath",12,3,6,18,,,,5.0,8.0,3.0,,2.0,,1.0,,2.0,15.0,,,1.0,1.0,1.0,95.0
2,"Carr, Josh",13,7,6,19,,,,5.0,2.0,2.0,2.0,5.0,1.0,1.0,,3.0,15.0,,,2.0,,,96.0
9,"Carr, Matthew",10,6,4,14,,,,4.0,4.0,2.0,,2.0,,1.0,,2.0,13.0,,,1.0,,,100.0
25,"Dodd, Steven",3,3,4,7,,,1.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,5.0,,,,,,89.0
5,"Dunn, Ryley",3,2,2,5,,,,2.0,,3.0,,,1.0,,,2.0,3.0,,,,,,56.0
33,"Farmer, Jeff",4,1,,4,1,,,1.0,,,1.0,1.0,,1.0,,2.0,1.0,,,,,,76.0
27,"Gilmore, Daniel",4,3,4,8,,,1.0,1.0,1.0,1.0,,2.0,,1.0,,5.0,3.0,,,2.0,,,42.0
4,"Hasleby, Paul",14,8,8,22,,1.0,,6.0,,4.0,5.0,4.0,1.0,,,12.0,9.0,2.0,1.0,2.0,,1.0,96.0
11,"Headland, Des",7,3,1,8,1,1.0,,4.0,,6.0,,,,,,1.0,6.0,,,2.0,,,85.0
20,"Longmuir, Justin",13,9,12,25,1,,11.0,,3.0,,2.0,3.0,2.0,,3.0,11.0,14.0,3.0,1.0,4.0,,,95.0
8,"McManus, Shaun",4,1,3,7,,2.0,,1.0,,1.0,1.0,2.0,2.0,2.0,,4.0,4.0,,,,,,65.0
18,"McPharlin, Luke",6,5,6,12,,,,5.0,1.0,,,3.0,3.0,1.0,,9.0,4.0,2.0,,4.0,,,91.0
34,"Medhurst, Paul",9,,,9,3,,,4.0,,3.0,,1.0,4.0,,,6.0,2.0,,,,,,97.0
28,"Murphy, Ryan",,,,,,,2.0,,,1.0,,,,,,,,,,2.0,,,31.0
23,"Parker, Shane",6,3,3,9,,,,,3.0,1.0,,1.0,,1.0,,2.0,4.0,1.0,,3.0,,,90.0
29,"Pavlich, Matthew",13,8,4,17,1,1.0,3.0,1.0,,9.0,,4.0,1.0,1.0,,5.0,10.0,1.0,,2.0,,1.0,100.0
12,"Polak, Graham",12,6,3,15,,,,2.0,5.0,,1.0,3.0,1.0,1.0,,7.0,7.0,3.0,,5.0,,,100.0
22,"Thornton, Scott",13,9,4,17,,,,,9.0,1.0,1.0,2.0,1.0,1.0,,3.0,15.0,,,3.0,2.0,,100.0
19,"Walker, James",10,4,4,14,,,,1.0,1.0,3.0,2.0,1.0,1.0,,,7.0,7.0,1.0,,2.0,,,58.0
1,"Webster, Luke",4,2,1,5,,,,2.0,,,,1.0,,1.0,,3.0,2.0,1.0,,4.0,,1.0,82.0
6,"Woods, Dion",4,,3,7,,,1.0,2.0,,1.0,1.0,4.0,,,,3.0,3.0,,,4.0,,,59.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,88,93,270,8,10.0,19.0,53.0,43.0,41.0,19.0,43.0,20.0,14.0,4.0,102.0,158.0,14.0,3.0,45.0,4.0,4.0,
Opposition,Opposition,191,87,124,315,8,11.0,40.0,36.0,34.0,52.0,38.0,46.0,14.0,20.0,2.0,115.0,195.0,10.0,15.0,49.0,10.0,5.0,
