St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",28y 346d,160 (78-2-80 49.38%),34 (0.21),←,
14,"Ball, Luke",24y 343d,128 (78-0-50 60.94%),56 (0.44),←,
27,"Blake, Jason",28y 49d,142 (73-2-67 52.11%),33 (0.23),←,
26,"Dal Santo, Nick",25y 70d,150 (84-2-64 56.67%),78 (0.52),←,
43,"Dawson, Zac",23y 70d,20 (10-0-10 50.00%),1 (0.05),6 (6-0-0 100.00%),1 (0.17)
40,"Eddy, Robert",21y 116d,15 (11-0-4 73.33%),4 (0.27),←,
25,"Fisher, Sam",26y 297d,102 (63-1-38 62.25%),9 (0.09),←,
15,"Gardiner, Michael",29y 302d,144 (76-2-66 53.47%),95 (0.66),15 (10-0-5 66.67%),8 (0.53)
42,"Geary, Jarryn",20y 314d,16 (11-0-5 68.75%),4 (0.25),←,
19,"Gilbert, Sam",22y 257d,45 (28-1-16 63.33%),11 (0.24),←,
18,"Goddard, Brendon",23y 348d,119 (73-0-46 61.34%),48 (0.40),←,
1,"Gram, Jason",25y 6d,83 (49-1-33 59.64%),42 (0.51),81 (48-1-32 59.88%),42 (0.52)
33,"Gwilt, James",22y 265d,32 (20-0-12 62.50%),9 (0.28),←,
7,"Hayes, Lenny",29y 109d,197 (91-3-103 46.95%),69 (0.35),←,
38,"Jones, Clinton",25y 90d,32 (22-1-9 70.31%),11 (0.34),←,
23,"Koschitzke, Justin",26y 225d,124 (65-1-58 52.82%),134 (1.08),←,
32,"McQualter, Andrew",22y 328d,41 (24-0-17 58.54%),12 (0.29),←,
44,"Milne, Stephen",29y 56d,171 (86-2-83 50.88%),343 (2.01),←,
11,"Montagna, Leigh",25y 182d,104 (63-1-40 61.06%),64 (0.62),←,
22,"Ray, Farren",23y 41d,81 (41-1-39 51.23%),33 (0.41),6 (6-0-0 100.00%),1 (0.17)
12,"Riewoldt, Nick",26y 198d,164 (86-2-76 53.05%),336 (2.05),←,
13,"Schneider, Adam",24y 356d,123 (76-1-46 62.20%),135 (1.10),25 (16-0-9 64.00%),36 (1.44)
Totals,Totals,25y 116d,2193 (1208-23-962 55.08%),1561 (0.71),,
C,"Lyon, Ross",42y 176d,53 (31-1-21 59.43%),,←,
