Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Astbury, David",13,6,7,20,,,,1.0,6.0,2.0,,3.0,,1.0,,8.0,12.0,1.0,,4.0,,,100.0
7,"Butler, Dan",5,1,8,13,,,,,,3.0,,3.0,1.0,1.0,,5.0,9.0,,1.0,1.0,3.0,1.0,81.0
22,"Caddy, Josh",6,2,10,16,1,,,2.0,,,3.0,2.0,,,,9.0,8.0,1.0,1.0,2.0,,1.0,82.0
11,"Castagna, Jason",10,5,5,15,3,2.0,,6.0,1.0,3.0,1.0,1.0,3.0,1.0,,6.0,10.0,,5.0,2.0,,1.0,85.0
30,"Conca, Reece",12,3,14,26,,1.0,,6.0,1.0,3.0,1.0,1.0,2.0,,1.0,9.0,15.0,,1.0,2.0,,,81.0
9,"Cotchin, Trent",11,7,15,26,,,,4.0,1.0,9.0,4.0,3.0,,2.0,2.0,10.0,16.0,,1.0,2.0,1.0,3.0,77.0
10,"Edwards, Shane",2,,13,15,,,,1.0,,,,2.0,,,,5.0,11.0,,,,,3.0,77.0
5,"Ellis, Brandon",9,6,9,18,,1.0,,1.0,4.0,1.0,1.0,2.0,,,,3.0,16.0,,2.0,1.0,2.0,,84.0
34,"Graham, Jack",10,1,7,17,,,,2.0,,1.0,,4.0,1.0,4.0,,7.0,11.0,,,,,,70.0
6,"Grigg, Shaun",10,4,16,26,,,,3.0,1.0,3.0,,4.0,1.0,2.0,,4.0,22.0,,,3.0,,,85.0
2,"Grimes, Dylan",6,1,3,9,,,,5.0,1.0,2.0,,,3.0,,,5.0,3.0,1.0,,4.0,,,87.0
14,"Houli, Bachar",8,2,14,22,,,,4.0,,2.0,1.0,4.0,2.0,3.0,,9.0,14.0,,,2.0,2.0,,79.0
23,"Lambert, Kane",9,4,15,24,2,1.0,,3.0,3.0,4.0,2.0,,,,,5.0,19.0,,,5.0,,,83.0
4,"Martin, Dustin",14,6,3,17,6,,,1.0,,6.0,,1.0,5.0,,3.0,10.0,6.0,2.0,4.0,,2.0,1.0,76.0
33,"McIntosh, Kamdyn",11,4,5,16,,,,2.0,2.0,3.0,,4.0,,2.0,,2.0,14.0,,,1.0,,,82.0
25,"Nankervis, Toby",8,3,11,19,,,17.0,2.0,2.0,1.0,3.0,7.0,1.0,4.0,,9.0,8.0,2.0,,4.0,,,76.0
3,"Prestia, Dion",12,,11,23,,,,4.0,3.0,3.0,7.0,3.0,1.0,,,13.0,9.0,,,1.0,2.0,1.0,70.0
18,"Rance, Alex",5,3,9,14,,,,,2.0,,,,1.0,,,6.0,9.0,1.0,,6.0,1.0,,94.0
8,"Riewoldt, Jack",11,6,2,13,1,2.0,,4.0,,5.0,,5.0,2.0,3.0,,6.0,6.0,3.0,3.0,2.0,,2.0,98.0
15,"Short, Jayden",14,6,8,22,,,,2.0,3.0,,1.0,2.0,1.0,,,5.0,17.0,,,,1.0,,71.0
21,"Townsend, Jacob",6,5,5,11,3,,,2.0,,1.0,1.0,3.0,1.0,3.0,,3.0,9.0,1.0,2.0,2.0,,,75.0
1,"Vlastuin, Nick",9,5,6,15,,,,2.0,4.0,1.0,,,2.0,,,8.0,7.0,1.0,,1.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,80,196,397,16,14.0,17.0,57.0,34.0,53.0,25.0,54.0,27.0,26.0,6.0,147.0,251.0,13.0,20.0,45.0,14.0,13.0,
Opposition,Opposition,210,94,176,386,2,5.0,25.0,42.0,34.0,39.0,28.0,62.0,26.0,27.0,,135.0,249.0,10.0,5.0,36.0,2.0,,
