Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
7,"Bennell, Jamie",21y 18d,46 (15-1-30 33.70%),19 (0.41),←,
8,"Frawley, James",22y 278d,73 (24-1-48 33.56%),3 (0.04),←,
20,"Garland, Colin",23y 58d,49 (15-2-32 32.65%),3 (0.06),←,
18,"Green, Brad",30y 104d,233 (101-3-129 43.99%),317 (1.36),←,
5,"Gysberts, Jordan",20y 14d,13 (5-1-7 42.31%),2 (0.15),←,
38,"Howe, Jeremy",20y 361d,4 (3-0-1 75.00%),5 (1.25),←,
40,"Jamar, Mark",27y 320d,102 (40-3-59 40.69%),43 (0.42),←,
2,"Jones, Nathan",23y 156d,105 (29-3-73 29.05%),45 (0.43),←,
24,"Jurrah, Liam",22y 276d,30 (13-1-16 45.00%),71 (2.37),←,
28,"Macdonald, Joel",26y 258d,104 (56-2-46 54.81%),6 (0.06),24 (11-1-12 47.92%),
34,"Martin, Stefan",24y 220d,41 (12-1-28 30.49%),11 (0.27),←,
13,"McKenzie, Jordie",21y 4d,28 (11-1-16 41.07%),2 (0.07),←,
22,"Moloney, Brent",27y 148d,121 (44-3-74 37.60%),31 (0.26),98 (32-2-64 33.67%),25 (0.26)
10,"Morton, Cale",21y 158d,58 (14-1-43 25.00%),29 (0.50),←,
49,"Nicholson, Daniel",20y 235d,4 (3-0-1 75.00%),1 (0.25),←,
15,"Petterd, Ricky",22y 336d,43 (13-1-29 31.40%),47 (1.09),←,
27,"Rivers, Jared",26y 250d,119 (48-3-68 41.60%),5 (0.04),←,
31,"Scully, Tom",20y 41d,25 (11-1-13 46.00%),6 (0.24),←,
47,"Strauss, James",21y 11d,6 (3-0-3 50.00%),,←,
12,"Sylvia, Colin",25y 229d,115 (41-2-72 36.52%),96 (0.83),←,
9,"Trengove, Jack",19y 296d,28 (12-2-14 46.43%),15 (0.54),←,
4,"Watts, Jack",20y 91d,31 (11-2-18 38.71%),26 (0.84),←,
Totals,Totals,23y 76d,1378 (524-34-820 38.03%),783 (0.57),,
C,"Bailey, Dean",44y 158d,79 (21-2-56 27.85%),,←,
