Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Ah Chee, Callum",8,1,5,13,,,,1.0,1.0,1.0,4.0,7.0,,1.0,,9.0,4.0,1.0,,2.0,,,80.0
31,"Andrews, Harris",7,4,5,12,,,,3.0,4.0,,,3.0,,,,7.0,5.0,2.0,,9.0,,,100.0
43,"Answerth, Noah",11,2,13,24,,,,5.0,4.0,2.0,4.0,3.0,,,,12.0,9.0,,,3.0,,,81.0
7,"Berry, Jarrod",17,5,12,29,1,2.0,,4.0,1.0,5.0,1.0,4.0,3.0,,,9.0,16.0,,1.0,1.0,,,75.0
23,"Cameron, Charlie",3,2,5,8,,,,2.0,,,1.0,3.0,,1.0,,6.0,3.0,,1.0,1.0,,,76.0
3,"Daniher, Joe",14,3,3,17,,2.0,13.0,,1.0,5.0,3.0,3.0,1.0,,,9.0,9.0,,1.0,2.0,,,97.0
5,"Dunkley, Josh",9,2,17,26,,,2.0,6.0,2.0,5.0,6.0,5.0,,1.0,,14.0,12.0,,,4.0,,,83.0
28,"Fletcher, Jaspa",11,5,6,17,,1.0,,3.0,2.0,1.0,1.0,3.0,1.0,2.0,,7.0,11.0,,1.0,2.0,1.0,,75.0
27,"Gardiner, Darcy",8,4,2,10,,1.0,,3.0,,2.0,,,,,,1.0,9.0,,1.0,1.0,,1.0,77.0
30,"Hipwood, Eric",9,3,4,13,,1.0,,2.0,,1.0,2.0,5.0,1.0,,,5.0,6.0,,1.0,2.0,,,83.0
35,"Lester, Ryan",8,2,4,12,,,,2.0,1.0,3.0,2.0,2.0,1.0,,,6.0,6.0,1.0,1.0,2.0,,,92.0
1,"Lohmann, Kai",7,3,2,9,,,,4.0,,2.0,,2.0,2.0,1.0,,7.0,4.0,1.0,,5.0,,,80.0
17 ↑,"Lyons, Jarryd",5,1,6,11,,,,3.0,,2.0,1.0,1.0,1.0,1.0,,6.0,5.0,,,,,,43.0
11,"McCarthy, Lincoln",13,1,4,17,1,1.0,,7.0,1.0,6.0,1.0,1.0,1.0,,,7.0,9.0,,1.0,3.0,,,86.0
6,"McCluggage, Hugh",16,4,10,26,,,,3.0,4.0,2.0,6.0,3.0,1.0,2.0,,11.0,16.0,,,1.0,,,87.0
46 ↓,"McInerney, Oscar",3,2,5,8,,,18.0,3.0,2.0,1.0,2.0,,2.0,,,6.0,4.0,1.0,,1.0,,,30.0
9,"Neale, Lachie",11,,17,28,,,,3.0,1.0,2.0,7.0,5.0,2.0,2.0,,14.0,14.0,,,1.0,,1.0,85.0
40,"Payne, Jack",10,2,4,14,,,2.0,2.0,4.0,,1.0,8.0,1.0,,,4.0,10.0,,,2.0,,,90.0
16,"Rayner, Cam",7,1,7,14,,,,4.0,1.0,3.0,1.0,1.0,,1.0,,4.0,9.0,,,1.0,,,78.0
37,"Starcevich, Brandon",8,1,1,9,,,,2.0,6.0,,1.0,2.0,1.0,1.0,,4.0,3.0,,,2.0,,,85.0
29,"Tunstill, James",3,,8,11,,,,3.0,,1.0,2.0,,,,,7.0,6.0,,,1.0,,,65.0
44,"Wilmot, Darcy",16,1,10,26,,,,2.0,6.0,3.0,3.0,3.0,,,,9.0,14.0,,,3.0,,,75.0
15,"Zorko, Dayne",20,8,6,26,2,,,6.0,7.0,4.0,2.0,5.0,1.0,2.0,1.0,8.0,16.0,,,2.0,2.0,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,57,156,380,4,13.0,35.0,73.0,48.0,51.0,51.0,69.0,19.0,15.0,1.0,172.0,200.0,6.0,8.0,51.0,3.0,2.0,
Opposition,Opposition,212,50,126,338,9,9.0,65.0,85.0,47.0,57.0,51.0,79.0,15.0,19.0,5.0,151.0,164.0,4.0,6.0,65.0,1.0,6.0,
