Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",30y 294d,170 (98-0-72 57.65%),5 (0.03),106 (69-0-37 65.09%),
14,"Bergman, Miles",23y 251d,98 (61-0-37 62.24%),25 (0.26),←,
10,"Boak, Travis",36y 329d,379 (202-1-176 53.43%),212 (0.56),←,
7,"Burgoyne, Jase",21y 346d,51 (26-0-25 50.98%),10 (0.20),←,
9,"Butters, Zak",24y 291d,131 (80-0-51 61.07%),68 (0.52),←,
33,"Byrne-Jones, Darcy",29y 279d,213 (126-0-87 59.15%),69 (0.32),←,
28,"Drew, Willem",26y 268d,122 (74-0-48 60.66%),21 (0.17),←,
22,"Evans, Logan",19y 262d,21 (11-0-10 52.38%),3 (0.14),←,
6,"Farrell, Kane",26y 101d,106 (66-0-40 62.26%),49 (0.46),←,
19,"Georgiades, Mitch",23y 271d,84 (51-0-33 60.71%),147 (1.75),←,
18,"Horne-Francis, Jason",22y 5d,78 (41-0-37 52.56%),57 (0.73),61 (39-0-22 63.93%),53 (0.87)
39,"Jackson, Hugh",22y 54d,4 (3-0-1 75.00%),1 (0.25),←,
34,"Jones, Lachie",23y 78d,67 (38-0-29 56.72%),7 (0.10),←,
50,"Liddy, Mani",23y 126d,3 (2-0-1 66.67%),,←,
2,"Powell-Pepper, Sam",27y 169d,157 (95-0-62 60.51%),122 (0.78),←,
27,"Ratugolea, Esava",26y 337d,110 (70-1-39 64.09%),42 (0.38),35 (21-0-14 60.00%),4 (0.11)
35,"Richards, Joe",25y 215d,23 (9-1-13 41.30%),15 (0.65),14 (6-0-8 42.86%),9 (0.64)
15,"Rioli, Willie",30y 22d,104 (66-0-38 63.46%),146 (1.40),53 (35-0-18 66.04%),86 (1.62)
1,"Rozee, Connor",25y 155d,144 (88-0-56 61.11%),121 (0.84),←,
8,"Sinn, Josh",22y 170d,23 (14-0-9 60.87%),1 (0.04),←,
24,"Sweet, Jordon",27y 144d,39 (26-0-13 66.67%),8 (0.21),28 (17-0-11 60.71%),6 (0.21)
38,"Visentini, Dante",22y 133d,13 (7-0-6 53.85%),2 (0.15),←,
25,"Zerk-Thatcher, Brandon",26y 305d,82 (44-1-37 54.27%),,31 (20-0-11 64.52%),
Totals,Totals,25y 232d,2222 (1298-4-920 58.42%),1131 (0.51),,
C,"Hinkley, Ken",58y 269d,289 (172-0-117 59.52%),,←,
