Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",25y 133d,154 (93-3-58 61.36%),176 (1.14),116 (70-2-44 61.21%),132 (1.14)
10,"Ashcroft, Marcus",30y 285d,282 (127-4-151 45.74%),145 (0.51),130 (74-2-54 57.69%),61 (0.47)
20,"Black, Simon",23y 95d,89 (60-0-29 67.42%),70 (0.79),←,
36,"Bradshaw, Daniel",23y 228d,88 (52-1-35 59.66%),188 (2.14),85 (49-1-35 58.24%),188 (2.21)
19,"Charman, Jamie",19y 356d,14 (10-0-4 71.43%),1 (0.07),←,
30,"Copeland, Robert",21y 42d,29 (25-0-4 86.21%),10 (0.34),←,
32,"Hart, Shaun",31y 51d,218 (106-2-110 49.08%),146 (0.67),116 (69-1-46 59.91%),65 (0.56)
1,"Headland, Des",21y 167d,41 (30-0-11 73.17%),35 (0.85),←,
2,"Johnson, Chris",26y 38d,165 (69-2-94 42.42%),138 (0.84),106 (62-2-42 59.43%),71 (0.67)
23,"Leppitsch, Justin",26y 279d,152 (84-3-65 56.25%),173 (1.14),108 (62-2-44 58.33%),115 (1.06)
11,"Lynch, Alastair",34y 18d,262 (128-2-132 49.24%),475 (1.81),110 (67-2-41 61.82%),213 (1.94)
43,"McDonald, Beau",22y 246d,56 (37-0-19 66.07%),16 (0.29),←,
9,"McGrath, Ashley",19y 48d,7 (5-0-2 71.43%),,←,
4,"McRae, Craig",28y 288d,146 (88-2-56 60.96%),175 (1.20),107 (67-2-38 63.55%),119 (1.11)
15,"Michael, Mal",25y 13d,99 (50-0-49 50.51%),26 (0.26),38 (29-0-9 76.32%),3 (0.08)
8,"Notting, Tim",23y 259d,64 (44-0-20 68.75%),50 (0.78),←,
13,"Pike, Martin",29y 235d,177 (97-0-80 54.80%),75 (0.42),36 (27-0-9 75.00%),16 (0.44)
6,"Power, Luke",22y 180d,73 (47-0-26 64.38%),96 (1.32),←,
5,"Scott, Brad",26y 65d,85 (46-1-38 54.71%),30 (0.35),63 (38-1-24 61.11%),24 (0.38)
22,"Scott, Chris",26y 65d,158 (91-2-65 58.23%),64 (0.41),103 (64-1-38 62.62%),41 (0.40)
34,"Shattock, Aaron",22y 66d,22 (11-0-11 50.00%),5 (0.23),←,
33,"White, Darryl",29y 25d,212 (109-4-99 52.36%),151 (0.71),122 (70-2-50 58.20%),45 (0.37)
Totals,Totals,25y 145d,2593 (1409-26-1158 54.34%),2245 (0.87),,
C,"Matthews, Leigh",50y 128d,312 (186-5-121 60.42%),,88 (61-0-27 69.32%),
