Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
11,"Blair, Jarryd",23y,62 (48-1-13 78.23%),54 (0.87),←,
16,"Brown, Nathan",24y 118d,71 (45-1-25 64.08%),7 (0.10),←,
9,"Clarke, Martin",25y 152d,66 (41-0-25 62.12%),17 (0.26),←,
32,"Cloke, Travis",26y 40d,177 (115-2-60 65.54%),292 (1.65),←,
41,"Dwyer, Sam",26y 228d,3 (2-0-1 66.67%),1 (0.33),←,
19,"Elliott, Jamie",20y 236d,18 (13-0-5 72.22%),14 (0.78),←,
1,"Fasolo, Alex",20y 310d,38 (27-0-11 71.05%),45 (1.18),←,
45,"Frost, Jack",21y 48d,2 (1-0-1 50.00%),,←,
6,"Goldsack, Tyson",25y 327d,94 (64-0-30 68.09%),34 (0.36),←,
25,"Hudson, Ben",34y 49d,162 (95-1-66 58.95%),19 (0.12),1 (0-0-1 0.00%),1 (1.00)
26,"Johnson, Ben",32y 9d,235 (139-1-95 59.36%),70 (0.30),←,
21,"Lynch, Quinten",30y 80d,212 (119-0-93 56.13%),284 (1.34),3 (2-0-1 66.67%),3 (1.00)
8,"Lumumba, Heritier",26y 150d,162 (109-2-51 67.90%),18 (0.11),←,
10,"Pendlebury, Scott",25y 97d,151 (102-2-47 68.21%),98 (0.65),←,
20,"Reid, Ben",23y 350d,76 (52-2-22 69.74%),5 (0.07),←,
2,"Russell, Jordan",26y 159d,119 (54-2-63 46.22%),18 (0.15),3 (2-0-1 66.67%),
39,"Shaw, Heath",27y 138d,155 (99-2-54 64.52%),37 (0.24),←,
22,"Sidebottom, Steele",22y 102d,88 (66-2-20 76.14%),70 (0.80),←,
28,"Sinclair, Ben",21y 195d,27 (18-0-9 66.67%),18 (0.67),←,
36,"Swan, Dane",29y 48d,199 (125-2-72 63.32%),160 (0.80),←,
13,"Thomas, Dale",25y 297d,153 (101-2-50 66.67%),121 (0.79),←,
34,"Toovey, Alan",26y 22d,112 (80-2-30 72.32%),8 (0.07),←,
Totals,Totals,25y 243d,2382 (1515-24-843 63.60%),1390 (0.58),,
C,"Buckley, Nathan",40y 262d,28 (19-0-9 67.86%),,←,
