Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",6,3,3,9,,,,1.0,5.0,,,1.0,,1.0,,2.0,5.0,,,3.0,,,100.0
27,"Baird, John",2,1,3,5,,,,2.0,2.0,,,1.0,,1.0,,2.0,3.0,1.0,,9.0,,,93.0
16,"Brown, Leigh",6,3,7,13,,1.0,,3.0,,3.0,,,1.0,,,6.0,7.0,,1.0,6.0,,,100.0
24,"Firrito, Michael",3,,1,4,,,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,2.0,1.0,,,2.0,,,41.0
6,"Grant, Shannon",13,5,16,29,1,2.0,,1.0,3.0,2.0,1.0,3.0,1.0,,,12.0,18.0,,1.0,,,2.0,92.0
31,"Hale, David",1,,2,3,,,6.0,1.0,,,1.0,2.0,2.0,,,3.0,,,,4.0,,,57.0
4,"Harris, Daniel",8,3,15,23,,,,6.0,1.0,1.0,7.0,1.0,1.0,,2.0,13.0,10.0,,,3.0,,,82.0
29,"Harvey, Brent",4,3,1,5,,,,2.0,,,,,,,,,4.0,,,2.0,,,65.0
28,"Harvey, Shane",6,3,,6,,2.0,,,,3.0,,,,,,1.0,5.0,,1.0,,,,54.0
21,"Jones, Corey",10,4,8,18,,,1.0,5.0,4.0,2.0,,3.0,1.0,2.0,,11.0,6.0,1.0,,2.0,3.0,,86.0
34,"King, David",15,3,5,20,,,,3.0,9.0,9.0,1.0,2.0,,,,3.0,18.0,,,2.0,7.0,,100.0
19,"Motlop, Daniel",8,4,3,11,1,1.0,,1.0,,2.0,,3.0,,2.0,,6.0,6.0,1.0,2.0,,,1.0,87.0
20,"Petrie, Drew",5,4,,5,,1.0,3.0,2.0,,3.0,,1.0,1.0,,,2.0,4.0,1.0,,7.0,,,91.0
17,"Porter, Mark",2,,1,3,,,4.0,2.0,1.0,,1.0,,,,,3.0,,,,4.0,,,45.0
3,"Rawlings, Brady",5,1,7,12,,,,1.0,1.0,,1.0,,,,,1.0,9.0,,,2.0,,,100.0
26,"Rocca, Saverio",4,3,,4,2,1.0,2.0,2.0,,1.0,1.0,1.0,,,,2.0,2.0,1.0,3.0,4.0,,,82.0
7,"Simpson, Adam",10,3,12,22,,,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,,11.0,9.0,3.0,,2.0,,,92.0
9,"Sinclair, Jess",13,4,2,15,,,,1.0,3.0,3.0,2.0,2.0,,1.0,,4.0,12.0,1.0,,1.0,1.0,,60.0
10,"Stevens, Anthony",12,2,10,22,,,,5.0,2.0,1.0,2.0,4.0,1.0,1.0,,8.0,14.0,1.0,,4.0,2.0,,77.0
12,"Stevens, Michael",6,3,4,10,,,2.0,,7.0,,,1.0,,,,4.0,4.0,1.0,,3.0,1.0,,100.0
36,"Watt, Shannon",6,3,5,11,,,,1.0,2.0,,,3.0,2.0,3.0,,4.0,9.0,,,9.0,,,100.0
8,"Wells, Daniel",11,3,10,21,1,1.0,1.0,,8.0,4.0,4.0,2.0,,,,10.0,10.0,,,3.0,6.0,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,156,58,115,271,5,12.0,22.0,44.0,50.0,36.0,26.0,34.0,11.0,13.0,2.0,110.0,156.0,11.0,8.0,72.0,20.0,3.0,
Opposition,Opposition,196,96,124,320,5,19.0,37.0,39.0,34.0,57.0,31.0,26.0,13.0,11.0,4.0,114.0,203.0,14.0,8.0,48.0,3.0,3.0,
