Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",12,6,5,17,1,,,2.0,,2.0,,5.0,1.0,2.0,,5.0,12.0,,1.0,4.0,1.0,,93.0
7,"Brown, Nathan",17,11,9,26,3,1.0,,1.0,3.0,2.0,2.0,2.0,2.0,,3.0,8.0,18.0,,2.0,,5.0,1.0,96.0
9,"Cotchin, Trent",9,8,8,17,,,,2.0,1.0,1.0,2.0,4.0,1.0,,,5.0,11.0,,,,1.0,,63.0
3,"Deledio, Brett",11,8,8,19,3,1.0,,1.0,,4.0,1.0,2.0,,1.0,1.0,6.0,12.0,2.0,3.0,3.0,,1.0,95.0
10,"Edwards, Shane",6,2,6,12,,1.0,,2.0,,4.0,1.0,2.0,,,,7.0,5.0,,,1.0,2.0,3.0,71.0
41,"Foley, Nathan",10,2,21,31,,,,4.0,1.0,4.0,8.0,2.0,2.0,,2.0,14.0,15.0,,,,7.0,1.0,83.0
34,"Hughes, Cleve",1,,1,2,1,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,50.0
17,"Johnson, Kane",15,8,8,23,1,2.0,,1.0,1.0,6.0,3.0,1.0,3.0,,,5.0,19.0,,,,1.0,1.0,89.0
16,"McGuane, Luke",8,4,10,18,,,,1.0,4.0,,,2.0,1.0,1.0,,8.0,10.0,,,8.0,1.0,,100.0
13,"McMahon, Jordan",14,7,12,26,,2.0,,,4.0,5.0,1.0,3.0,1.0,1.0,,3.0,23.0,,,1.0,1.0,1.0,92.0
40,"Moore, Kelvin",8,6,7,15,,,,5.0,2.0,,,4.0,2.0,4.0,,6.0,9.0,1.0,,6.0,1.0,,97.0
20,"Morton, Mitch",14,7,2,16,4,3.0,,5.0,,4.0,,4.0,2.0,,,7.0,10.0,2.0,3.0,,,,97.0
1,"Newman, Chris",15,4,2,17,,,,1.0,4.0,5.0,,1.0,1.0,,,2.0,16.0,,,2.0,2.0,1.0,96.0
26,"Pattison, Adam",3,1,6,9,,,10.0,2.0,1.0,2.0,,1.0,1.0,,,4.0,5.0,1.0,,3.0,,,47.0
14,"Polo, Dean",4,3,11,15,,,,2.0,,,2.0,1.0,1.0,1.0,,6.0,9.0,,1.0,,,,86.0
8,"Riewoldt, Jack",7,4,1,8,,,1.0,1.0,,3.0,,5.0,,1.0,,2.0,6.0,1.0,1.0,1.0,,1.0,76.0
25,"Schulz, Jay",8,3,5,13,,,,1.0,2.0,4.0,2.0,1.0,1.0,,,5.0,9.0,,,3.0,,,67.0
5,"Simmonds, Troy",10,7,5,15,2,,12.0,2.0,,3.0,,1.0,,1.0,,4.0,11.0,1.0,3.0,1.0,,1.0,79.0
30,"Tambling, Richard",15,5,4,19,1,1.0,1.0,7.0,3.0,4.0,3.0,4.0,1.0,,,6.0,13.0,1.0,1.0,1.0,2.0,,86.0
2,"Thursfield, Will",1,,6,7,,,,2.0,1.0,,,1.0,,1.0,,1.0,6.0,,,8.0,,,80.0
21,"Tuck, Shane",13,7,14,27,,,3.0,5.0,,5.0,2.0,2.0,3.0,1.0,,14.0,14.0,,,1.0,,,81.0
35,"White, Matt",10,3,4,14,,,,2.0,2.0,6.0,3.0,1.0,1.0,1.0,,6.0,8.0,,,1.0,,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,106,155,366,16,12.0,27.0,49.0,29.0,64.0,30.0,50.0,25.0,15.0,6.0,125.0,242.0,9.0,15.0,44.0,24.0,11.0,
Opposition,Opposition,192,99,121,313,15,14.0,30.0,50.0,45.0,46.0,34.0,49.0,15.0,25.0,,119.0,194.0,11.0,13.0,38.0,22.0,7.0,
