Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",27y 245d,156 (66-2-88 42.95%),60 (0.38),125 (63-2-60 51.20%),48 (0.38)
17,"Brown, Callum",23y 26d,59 (29-1-29 50.00%),21 (0.36),←,
6,"Brown, Tyler",21y 165d,16 (6-1-9 40.63%),2 (0.13),←,
14,"Cameron, Darcy",25y 309d,17 (6-1-10 38.24%),13 (0.76),16 (6-1-9 40.63%),13 (0.81)
25,"Crisp, Jack",27y 233d,163 (80-2-81 49.69%),51 (0.31),145 (73-2-70 51.03%),41 (0.28)
7,"Daicos, Josh",22y 178d,45 (21-1-23 47.78%),23 (0.51),←,
2,"de Goey, Jordan",25y 69d,107 (54-2-51 51.40%),147 (1.37),←,
4,"Grundy, Brodie",27y 38d,161 (84-2-75 52.80%),52 (0.32),←,
32,"Hoskin-Elliott, Will",27y 263d,146 (62-2-82 43.15%),138 (0.95),94 (50-2-42 54.26%),96 (1.02)
37,"Maynard, Brayden",24y 245d,126 (61-2-63 49.21%),15 (0.12),←,
16,"Mayne, Chris",32y 202d,238 (132-2-104 55.88%),207 (0.87),66 (37-1-28 56.82%),11 (0.17)
31,"McCreery, Beau",20y 34d,8 (1-0-7 12.50%),10 (1.25),←,
41,"Mihocek, Brody",28y 108d,68 (38-1-29 56.62%),107 (1.57),←,
30,"Moore, Darcy",25y 118d,99 (42-2-55 43.43%),65 (0.66),←,
28,"Murphy, Nathan",21y 159d,6 (3-0-3 50.00%),,←,
9,"Noble, John",24y 59d,32 (15-1-16 48.44%),3 (0.09),←,
10,"Pendlebury, Scott",33y 136d,326 (193-3-130 59.66%),181 (0.56),←,
27,"Poulter, Caleb",18y 223d,4 (1-0-3 25.00%),1 (0.25),←,
3,"Quaynor, Isaac",21y 128d,25 (9-0-16 36.00%),,←,
23,"Roughead, Jordan",30y 201d,188 (91-1-96 48.67%),35 (0.19),50 (28-1-21 57.00%),1 (0.02)
22,"Sidebottom, Steele",30y 141d,252 (151-4-97 60.71%),168 (0.67),←,
24,"Thomas, Josh",29y 234d,113 (66-2-45 59.29%),91 (0.81),←,
12,"Wilson, Tom",23y 333d,2 (0-0-2 0.00%),,←,
Totals,Totals,25y 278d,2357 (1211-32-1114 51.38%),1390 (0.59),,
C,"Buckley, Nathan",48y 301d,215 (115-2-98 53.95%),,←,
