St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",21y 305d,28 (11-0-17 39.29%),13 (0.46),←,
15,"Billings, Jack",24y 319d,112 (41-1-70 37.05%),83 (0.74),←,
16,"Butler, Dan",24y 29d,50 (34-0-16 68.00%),62 (1.24),5 (3-0-2 60.00%),9 (1.80)
2,"Carlisle, Jake",28y 275d,138 (61-1-76 44.57%),61 (0.44),53 (21-1-31 40.57%),7 (0.13)
11,"Clark, Hunter",21y 98d,34 (12-1-21 36.76%),5 (0.15),←,
1,"Coffield, Nick",20y 253d,22 (6-1-15 29.55%),1 (0.05),←,
14,"Geary, Jarryn",32y 9d,191 (94-2-95 49.74%),30 (0.16),←,
4,"Gresham, Jade",22y 313d,86 (36-1-49 42.44%),92 (1.07),←,
10,"Hannebery, Dan",29y 129d,218 (139-2-77 64.22%),99 (0.45),10 (4-0-6 40.00%),4 (0.40)
8,"Hill, Bradley",26y 359d,154 (97-0-57 62.99%),80 (0.52),5 (3-0-2 60.00%),1 (0.20)
20,"Howard, Dougal",24y 99d,50 (26-0-24 52.00%),14 (0.28),5 (3-0-2 60.00%),
25,"Kent, Dean",26y 129d,79 (28-0-51 35.44%),78 (0.99),16 (8-0-8 50.00%),15 (0.94)
12,"King, Max",19y 361d,5 (3-0-2 60.00%),7 (1.40),←,
21,"Long, Ben",22y 316d,35 (12-1-22 35.71%),21 (0.60),←,
13,"Lonie, Jack",23y 324d,68 (26-0-42 38.24%),60 (0.88),←,
43,"Marsh, Jonathon",24y 259d,23 (10-0-13 43.48%),3 (0.13),8 (4-0-4 50.00%),3 (0.38)
19,"Marshall, Rowan",24y 221d,38 (12-0-26 31.58%),18 (0.47),←,
28,"Membrey, Tim",26y 37d,97 (42-2-53 44.33%),175 (1.80),96 (41-2-53 43.75%),175 (1.82)
33,"Paton, Ben",21y 257d,21 (8-0-13 38.10%),4 (0.19),←,
6,"Ross, Sebastian",27y 56d,129 (46-2-81 36.43%),22 (0.17),←,
9,"Steele, Jack",24y 202d,83 (32-1-50 39.16%),27 (0.33),66 (24-1-41 37.12%),18 (0.27)
44,"Wilkie, Callum",24y 114d,27 (12-0-15 44.44%),,←,
Totals,Totals,24y 253d,1688 (788-15-885 46.68%),955 (0.57),,
C,"Ratten, Brett",48y 357d,131 (66-1-64 50.76%),,11 (6-0-5 54.55%),
