Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
41,"Bentley, Greg",19y 131d,2 (1-0-1 50.00%),1 (0.50),←,
19,"Bishop, Matthew",31y 38d,148 (91-1-56 61.82%),8 (0.05),130 (84-1-45 65.00%),4 (0.03)
20,"Brogan, Dean",27y 247d,81 (56-1-24 69.75%),31 (0.38),←,
8,"Burgoyne, Shaun",23y 301d,102 (70-0-32 68.63%),103 (1.01),←,
25,"Cassisi, Domenic",23y 330d,80 (51-1-28 64.38%),35 (0.44),←,
30,"Chaplin, Troy",20y 176d,26 (11-1-14 44.23%),2 (0.08),←,
35,"Cornes, Chad",26y 279d,158 (98-1-59 62.34%),131 (0.83),←,
18,"Cornes, Kane",23y 225d,113 (71-1-41 63.27%),53 (0.47),←,
17,"Dew, Stuart",27y,178 (101-3-74 57.58%),244 (1.37),←,
33,"Ebert, Brett",22y 273d,52 (25-1-26 49.04%),55 (1.06),←,
29,"Kingsley, Adam",30y 363d,168 (97-3-68 58.63%),47 (0.28),←,
5,"Lade, Brendon",30y 39d,168 (94-3-71 56.85%),139 (0.83),←,
44,"Logan, Tom",21y 47d,9 (1-0-8 11.11%),2 (0.22),6 (1-0-5 16.67%),2 (0.33)
26,"Lower, Nick",19y 56d,2 (1-0-1 50.00%),,←,
22,"Mahoney, Josh",28y 291d,87 (42-0-45 48.28%),80 (0.92),57 (32-0-25 56.14%),70 (1.23)
16,"Pearce, Danyle",20y 133d,27 (11-0-16 40.74%),17 (0.63),←,
3,"Salopek, Steven",21y 58d,45 (25-0-20 55.56%),21 (0.47),←,
39,"Surjan, Jacob",21y 3d,23 (11-0-12 47.83%),5 (0.22),←,
32,"Thomas, Matt",19y 172d,6 (1-0-5 16.67%),2 (0.33),←,
28,"Thurstans, Toby",26y 4d,56 (35-1-20 63.39%),48 (0.86),←,
2,"Wakelin, Darryl",32y 7d,244 (135-2-107 55.74%),12 (0.05),129 (82-1-46 63.95%),4 (0.03)
11,"Willits, Ryan",19y 207d,1 (0-0-1 0.00%),,←,
Totals,Totals,24y 137d,1776 (1028-19-729 57.88%),1036 (0.58),,
C,"Williams, Mark",47y 362d,187 (111-2-74 59.89%),,←,
