North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
34,"Archer, Jackson",5,5,7,12,,,,8.0,2.0,,,,1.0,,,6.0,8.0,,,6.0,,,89.0
30,"Comben, Charlie",3,3,2,5,,,,1.0,,3.0,,2.0,1.0,,,5.0,1.0,3.0,,1.0,,1.0,73.0
4,"Corr, Aidan",5,5,6,11,,,,1.0,3.0,1.0,,1.0,,,,1.0,11.0,,,6.0,,,91.0
25,"Curtis, Paul",3,1,10,13,1,1.0,,6.0,,2.0,,2.0,,,,6.0,7.0,,1.0,2.0,,2.0,82.0
9,"Davies-Uniacke, Luke",12,3,19,31,,,,6.0,2.0,4.0,6.0,6.0,,3.0,1.0,14.0,18.0,,,,,,86.0
7 ↑,"Duursma, Zane",6,5,,6,2,,,,,2.0,,1.0,,1.0,,,6.0,,1.0,1.0,,,35.0
46 ↓,"Hansen, Robert",4,1,4,8,,,,1.0,1.0,1.0,,3.0,,1.0,,3.0,6.0,,,1.0,,,48.0
20,"Larkey, Nick",6,3,1,7,3,,,,,1.0,,,1.0,,,2.0,5.0,1.0,2.0,,,,96.0
19,"Logue, Griffin",9,4,5,14,,,,2.0,5.0,1.0,,3.0,,,,6.0,7.0,1.0,,4.0,,,100.0
11,"McDonald, Luke",11,7,7,18,,,,4.0,7.0,1.0,,1.0,1.0,,,5.0,13.0,,,1.0,,,87.0
29,"Phillips, Will",9,2,11,20,,,,5.0,,4.0,1.0,3.0,1.0,,,6.0,14.0,,,,1.0,,75.0
24,"Powell, Tom",15,7,19,34,,,,6.0,6.0,2.0,2.0,4.0,,2.0,,5.0,27.0,,1.0,2.0,,1.0,82.0
8,"Scott, Bailey",12,3,6,18,,,,,4.0,2.0,1.0,2.0,1.0,,,6.0,11.0,,1.0,2.0,,,78.0
3,"Sheezel, Harry",13,3,23,36,1,,,5.0,1.0,4.0,9.0,1.0,1.0,1.0,2.0,25.0,16.0,,2.0,4.0,,2.0,82.0
14,"Shiels, Liam",11,6,4,15,,,,4.0,1.0,2.0,1.0,3.0,,1.0,,5.0,12.0,,,1.0,,,73.0
12,"Simpkin, Jy",11,3,13,24,1,,,4.0,1.0,2.0,8.0,1.0,2.0,,,12.0,13.0,,1.0,,,,84.0
15,"Stephens, Dylan",10,4,7,17,,1.0,,2.0,1.0,3.0,3.0,4.0,2.0,,,6.0,11.0,,1.0,1.0,,,77.0
2,"Stephenson, Jaidyn",16,3,10,26,,,,3.0,7.0,2.0,,3.0,1.0,1.0,,6.0,13.0,,,2.0,,,69.0
43,"Teakle, Brynn",1,1,2,3,1,,5.0,1.0,,,,4.0,,2.0,,2.0,1.0,1.0,,1.0,,,72.0
13,"Tucker, Darcy",10,1,10,20,,,,,,3.0,1.0,2.0,,1.0,,6.0,12.0,,,1.0,,,75.0
6,"Wardlaw, George",12,2,10,22,,,,5.0,,3.0,3.0,3.0,2.0,,,10.0,12.0,,,,,,74.0
38,"Xerri, Tristan",13,5,12,25,,1.0,54.0,8.0,,2.0,3.0,7.0,,3.0,,14.0,11.0,2.0,1.0,3.0,,1.0,88.0
44,"Zurhaar, Cameron",12,5,7,19,1,,,5.0,,4.0,,4.0,,1.0,,6.0,14.0,2.0,,1.0,,2.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,82,195,404,10,6.0,59.0,77.0,41.0,49.0,38.0,60.0,14.0,17.0,3.0,157.0,249.0,10.0,11.0,40.0,1.0,9.0,
Opposition,Opposition,230,105,121,351,16,10.0,34.0,74.0,38.0,57.0,36.0,50.0,17.0,14.0,3.0,146.0,204.0,10.0,12.0,34.0,5.0,7.0,
