Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,1,7,17,,1.0,,,,,,,,1.0,,,,,,,,,
32,"Baldwin, Jason",9,3,5,14,,,,2.0,,,,,,1.0,,,,,,,,,
5,"Barker, John",14,4,7,21,,1.0,,1.0,,,,,,2.0,,,,,,,,,
14,"Bizzotto, Frank",5,2,3,8,,,,2.0,,,,,1.0,,,,,,,,,,
1,"Boyd, Brad",15,5,19,34,1,,,3.0,,,,,2.0,,,,,,,,,,
40,"Bruce, Jeff",4,1,3,7,,,1.0,2.0,,,,,1.0,,,,,,,,,,
35,"Cook, Brett",5,3,2,7,1,,,1.0,,,,,1.0,4.0,,,,,,,,,
24,"Cummings, Trent",4,2,7,11,,1.0,,3.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",15,5,6,21,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
6,"Guard, Jeremy",3,1,1,4,,,,,,,,,1.0,1.0,,,,,,,,,
3,"Hawkins, Doug",10,,4,14,1,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
10,"Hogg, Jeff",10,5,3,13,2,2.0,,,,,,,,,,,,,,,,,
19,"Holmes, Darren",7,3,7,14,,,,2.0,,,,,1.0,3.0,,,,,,,,,
2,"Johnson, Chris",9,4,5,14,3,2.0,,1.0,,,,,1.0,,,,,,,,,,
36,"Lamb, Wayne",3,,2,5,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
38,"McCarthy, Adam",9,2,6,15,,,,1.0,,,,,,2.0,,,,,,,,,
25,"McCarthy, John",,,3,3,,,,1.0,,,,,,,,,,,,,,,
11,"McGregor, Anthony",7,2,4,11,,,,,,,,,1.0,1.0,,,,,,,,,
7,"Molloy, Jarrod",6,5,5,11,1,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,
4,"Paxman, Stephen",14,9,10,24,,,1.0,1.0,,,,,3.0,1.0,,,,,,,,,
16,"Zanotti, Mark",8,3,3,11,,,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,60,112,279,10,14.0,3.0,28.0,,,,,18.0,20.0,,,,,,,,,
Opposition,Opposition,208,94,137,345,17,30.0,20.0,15.0,,,,,20.0,18.0,6.0,,,,,,,,
