Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 276d,101 (64-0-37 63.37%),153 (1.51),63 (46-0-17 73.02%),98 (1.56)
26,"Bell, Peter",24y 122d,117 (80-0-37 68.38%),113 (0.97),115 (80-0-35 69.57%),111 (0.97)
12,"Blakey, John",33y 343d,316 (172-0-144 54.43%),100 (0.32),181 (120-0-61 66.30%),62 (0.34)
22,"Burton, Matthew",30y 43d,85 (31-0-54 36.47%),39 (0.46),15 (9-0-6 60.00%),7 (0.47)
16,"Capuano, Mathew",24y 303d,77 (58-0-19 75.32%),21 (0.27),←,
18,"Carey, Wayne",29y 35d,222 (141-0-81 63.51%),614 (2.77),←,
23,"Clayton, Shane",21y 251d,60 (33-0-27 55.00%),19 (0.32),42 (31-0-11 73.81%),18 (0.43)
2,"Colbert, Leigh",25y 24d,110 (66-1-43 60.45%),54 (0.49),5 (4-0-1 80.00%),4 (0.80)
6,"Grant, Shannon",23y 73d,124 (80-1-43 64.92%),140 (1.13),66 (48-0-18 72.73%),102 (1.55)
29,"Harvey, Brent",22y 48d,81 (57-0-24 70.37%),93 (1.15),←,
34,"King, David",28y 116d,149 (101-0-48 67.79%),56 (0.38),←,
27,"Lange, Adam",21y 171d,20 (13-0-7 65.00%),16 (0.80),←,
35,"Makepeace, Troy",21y 117d,14 (10-0-4 71.43%),5 (0.36),←,
5,"McCartney, Jason",26y 109d,137 (79-0-58 57.66%),52 (0.38),62 (45-0-17 72.58%),4 (0.06)
31,"McKernan, Corey",26y 195d,154 (107-0-47 69.48%),182 (1.18),←,
44,"Motlop, Shannon",21y 318d,22 (16-0-6 72.73%),18 (0.82),←,
28,"Pickett, Byron",22y 325d,68 (49-0-19 72.06%),3 (0.04),←,
13,"Pike, Martin",27y 230d,137 (68-0-69 49.64%),59 (0.43),77 (56-0-21 72.73%),19 (0.25)
3,"Rawlings, Brady",19y 21d,20 (17-0-3 85.00%),6 (0.30),←,
7,"Simpson, Adam",24y 136d,107 (78-0-29 72.90%),37 (0.35),←,
25,"Spaull, John",22y 316d,5 (3-0-2 60.00%),4 (0.80),←,
10,"Stevens, Anthony",28y 365d,210 (132-0-78 62.86%),98 (0.47),←,
Totals,Totals,25y 30d,2336 (1455-2-879 62.29%),1882 (0.81),,
C,"Pagan, Denis",52y 281d,187 (125-0-62 66.84%),,←,
