Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Adams, Taylor",15,7,12,27,1,,,2.0,2.0,2.0,6.0,1.0,1.0,,,8.0,18.0,1.0,1.0,1.0,,,77.0
14,"Bugg, Tomas",7,3,4,11,,,,2.0,,2.0,1.0,1.0,,,,3.0,7.0,,,,,,82.0
21 ↑,"Buntine, Matt",5,4,8,13,,,,,2.0,1.0,,,1.0,,,6.0,8.0,1.0,,,1.0,,45.0
49,"Cooyou, Rhys",3,2,7,10,1,,,3.0,,,,1.0,,,,4.0,6.0,,,1.0,,,89.0
13,"Darley, Sam",6,2,10,16,,,,1.0,6.0,1.0,2.0,3.0,1.0,,,4.0,12.0,,,2.0,,,88.0
1,"Davis, Phil",9,7,8,17,,,,1.0,1.0,,1.0,3.0,,1.0,,7.0,10.0,2.0,,4.0,1.0,,87.0
26,"Giles, Jonathan",8,3,2,10,,,27.0,3.0,,2.0,4.0,2.0,1.0,1.0,,8.0,1.0,2.0,,3.0,,,92.0
35,"Greene, Toby",20,2,14,34,,,,4.0,8.0,3.0,5.0,4.0,2.0,1.0,,9.0,25.0,,,,1.0,,84.0
2,"Hampton, Curtly",5,1,5,10,1,,,2.0,2.0,2.0,,1.0,,,,5.0,5.0,,,2.0,,1.0,88.0
19,"Haynes, Nick",10,5,9,19,,,,,5.0,1.0,,1.0,,,,4.0,16.0,,,4.0,,,92.0
33,"Hoskin-Elliott, Will",6,3,5,11,,,,2.0,,1.0,,1.0,,,,4.0,6.0,,1.0,,,,79.0
40,"Kennedy, Adam",4,1,2,6,,,,3.0,1.0,,,,1.0,,,1.0,5.0,,,3.0,,,91.0
38 ↓,"McDonald, James",7,,5,12,,,,3.0,1.0,5.0,3.0,,,,,3.0,9.0,,,,,,42.0
25,"Miles, Anthony",11,5,12,23,,,1.0,4.0,,3.0,3.0,3.0,1.0,2.0,,11.0,12.0,1.0,,1.0,,1.0,76.0
27,"Phillips, Andrew",2,2,4,6,,,8.0,1.0,,,,1.0,1.0,,,3.0,3.0,,,2.0,,,80.0
6,"Power, Luke",13,5,12,25,,,,8.0,4.0,2.0,4.0,5.0,1.0,2.0,,14.0,14.0,1.0,,3.0,,,89.0
34,"Smith, Devon",6,1,5,11,,1.0,,1.0,,1.0,4.0,3.0,1.0,1.0,,5.0,6.0,,1.0,1.0,2.0,,83.0
20,"Tomlinson, Adam",5,1,4,9,,,,2.0,2.0,1.0,,,2.0,,,3.0,6.0,,,2.0,,,88.0
17,"Treloar, Adam",13,7,7,20,2,,,3.0,1.0,2.0,2.0,1.0,1.0,,,9.0,10.0,1.0,,1.0,1.0,,88.0
29,"Tyson, Dom",9,8,15,24,,,,4.0,1.0,1.0,1.0,4.0,,3.0,,5.0,20.0,,1.0,2.0,,,82.0
8,"Ward, Callan",11,6,7,18,,1.0,3.0,2.0,1.0,1.0,3.0,,1.0,,,9.0,9.0,1.0,1.0,2.0,,,88.0
16,"Wilson, Nathan",1,,1,2,,,,4.0,,1.0,,,,,,1.0,1.0,,,,1.0,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,75,158,334,5,5.0,39.0,55.0,37.0,32.0,39.0,35.0,15.0,11.0,,126.0,209.0,10.0,5.0,34.0,7.0,2.0,
Opposition,Opposition,247,125,147,394,25,13.0,30.0,62.0,26.0,68.0,36.0,37.0,11.0,15.0,6.0,134.0,253.0,16.0,24.0,54.0,29.0,20.0,
