Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
48,"Banks, Matthew",20y 295d,2 (0-0-2 0.00%),1 (0.50),←,
20,"Berbakov, Peter",23y 262d,24 (13-1-10 56.25%),8 (0.33),←,
32,"Blumfield, Justin",19y 168d,17 (10-0-7 58.82%),4 (0.24),←,
14,"Calthorpe, David",23y 267d,70 (40-2-28 58.57%),45 (0.64),←,
33,"Caracella, Blake",20y 57d,4 (2-0-2 50.00%),3 (0.75),←,
9,"Cockatoo-Collins, Che",22y 67d,61 (36-3-22 61.48%),89 (1.46),←,
23,"Cransberg, Peter",29y 286d,68 (39-2-27 58.82%),64 (0.94),←,
7,"Daniher, Chris",31y 41d,114 (65-4-45 58.77%),38 (0.33),←,
38,"Denham, Sean",28y 12d,144 (83-4-57 59.03%),54 (0.38),100 (59-4-37 61.00%),33 (0.33)
22,"Doolan, Ben",24y 121d,74 (36-3-35 50.68%),10 (0.14),49 (29-2-18 61.22%),6 (0.12)
31,"Fletcher, Dustin",22y 4d,81 (52-3-26 66.05%),22 (0.27),←,
18,"Lloyd, Matthew",19y 25d,21 (11-1-9 54.76%),40 (1.90),←,
25,"Lucas, Scott",19y 132d,21 (13-0-8 61.90%),18 (0.86),←,
2,"Mercuri, Mark",23y 79d,83 (52-3-28 64.46%),120 (1.45),←,
24,"Misiti, Joe",22y 183d,92 (55-4-33 61.96%),38 (0.41),←,
3,"OConnor, Ryan",22y 318d,40 (24-3-13 63.75%),34 (0.85),←,
10,"ODonnell, Gary",31y 364d,213 (130-4-79 61.97%),79 (0.37),←,
47,"Olarenshaw, Ricky",24y 99d,47 (29-1-17 62.77%),10 (0.21),←,
15,"Prior, Michael",23y 247d,32 (18-1-13 57.81%),6 (0.19),←,
12,"Symons, Michael",25y 237d,84 (51-3-30 62.50%),76 (0.90),←,
6,"Wellman, Sean",22y 233d,50 (22-2-26 46.00%),10 (0.20),16 (9-1-6 59.38%),1 (0.06)
Totals,Totals,23y 306d,1342 (781-44-517 58.20%),769 (0.57),,
C,"Sheedy, Kevin",49y 138d,385 (246-5-134 64.55%),,←,
