Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",26y 7d,85 (49-1-35 58.24%),34 (0.40),←,
16,"Bradley, Kepler",19y 148d,8 (2-0-6 25.00%),2 (0.25),←,
37,"Bullen, Marcus",22y 272d,39 (24-0-15 61.54%),9 (0.23),←,
31,"Fletcher, Dustin",29y 338d,227 (155-3-69 68.94%),60 (0.26),←,
3,"Henneman, Aaron",24y 118d,51 (37-0-14 72.55%),5 (0.10),←,
5,"Hird, James",32y 65d,209 (131-5-73 63.88%),301 (1.44),←,
14,"Johnson, Jason",27y 75d,132 (88-1-43 67.05%),82 (0.62),←,
1,"Johnson, Mark",26y 322d,133 (92-1-40 69.55%),50 (0.38),←,
26,"Laycock, Jason",20y 157d,5 (3-0-2 60.00%),1 (0.20),←,
18,"Lloyd, Matthew",26y 359d,190 (120-2-68 63.68%),695 (3.66),←,
41,"Lovett, Andrew",22y 150d,1 (1-0-0 100.00%),1 (1.00),←,
25,"Lucas, Scott",27y 101d,184 (116-1-67 63.32%),262 (1.42),←,
33,"McPhee, Adam",22y 186d,73 (32-0-41 43.84%),36 (0.49),48 (26-0-22 54.17%),27 (0.56)
10,"McVeigh, Mark",24y 74d,102 (61-1-40 60.29%),40 (0.39),←,
6,"Monfries, Angus",18y 81d,3 (1-0-2 33.33%),2 (0.67),←,
28,"Murphy, Justin",28y 351d,171 (77-0-94 45.03%),147 (0.86),26 (14-0-12 53.85%),24 (0.92)
11,"Peverill, Damien",25y 272d,80 (46-1-33 58.13%),18 (0.22),←,
9,"Ramanauskas, Adam",24y 142d,111 (75-1-35 68.02%),53 (0.48),←,
20,"Richards, Ted",22y 89d,24 (15-0-9 62.50%),16 (0.67),←,
7,"Solomon, Dean",25y 91d,125 (85-0-40 68.00%),51 (0.41),←,
24,"Stanton, Brent",18y 344d,17 (7-0-10 41.18%),7 (0.41),←,
12,"Welsh, Andrew",22y 58d,62 (33-1-28 54.03%),6 (0.10),←,
Totals,Totals,24y 173d,2032 (1250-18-764 61.52%),1878 (0.92),,
C,"Sheedy, Kevin",57y 107d,572 (366-6-200 64.51%),,←,
