Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Caddy, Nate",6,2,4,10,,2.0,,3.0,,3.0,,2.0,3.0,1.0,,7.0,2.0,1.0,,1.0,,,75.0
6,"Caldwell, Jye",8,4,10,18,,,,5.0,1.0,4.0,5.0,1.0,1.0,1.0,,8.0,10.0,,,,,1.0,70.0
13 ↓,"Cox, Nik",1,,4,5,,,,,,,,1.0,,,,2.0,2.0,,,,,,12.0
33,"Davey, Alwyn",4,1,4,8,1,,,1.0,,2.0,2.0,2.0,,,,4.0,4.0,,1.0,,1.0,,77.0
22,"Durham, Sam",14,4,11,25,,1.0,,3.0,2.0,6.0,5.0,2.0,2.0,,2.0,14.0,12.0,,,4.0,,,78.0
17,"Goldstein, Todd",4,4,9,13,,,16.0,2.0,,2.0,3.0,2.0,,1.0,,6.0,7.0,,,3.0,,1.0,82.0
11,"Gresham, Jade",11,2,4,15,,2.0,,1.0,1.0,6.0,,2.0,2.0,,,4.0,11.0,,,,1.0,3.0,77.0
35,"Guelfi, Matt",4,4,5,9,,1.0,,3.0,,1.0,,4.0,,2.0,,4.0,5.0,1.0,1.0,2.0,,,83.0
21,"Heppell, Dyson",8,5,18,26,,,,2.0,6.0,1.0,,1.0,,,,6.0,18.0,,,2.0,3.0,,86.0
19,"Hind, Nick",19,5,6,25,2,,,3.0,2.0,7.0,2.0,2.0,2.0,,,9.0,15.0,,1.0,1.0,2.0,1.0,68.0
29,"Kelly, Jake",6,5,3,9,,,,1.0,1.0,2.0,,2.0,,,,,8.0,,,1.0,,,86.0
4,"Langford, Kyle",11,9,5,16,3,1.0,,5.0,,2.0,,4.0,1.0,2.0,,5.0,11.0,1.0,5.0,3.0,,1.0,98.0
15,"Laverde, Jayden",10,4,11,21,,,,2.0,7.0,1.0,,2.0,2.0,,,10.0,11.0,,,7.0,,,94.0
37,"Martin, Nic",20,6,9,29,,1.0,,1.0,3.0,5.0,1.0,3.0,1.0,,,5.0,20.0,,,1.0,,1.0,94.0
1,"McGrath, Andrew",11,3,8,19,,,,2.0,6.0,1.0,1.0,1.0,,,,5.0,9.0,,,3.0,6.0,,84.0
32,"McKay, Ben",5,4,3,8,,,,1.0,,1.0,,1.0,,,,3.0,5.0,2.0,,9.0,,,100.0
7,"Merrett, Zach",22,5,9,31,1,1.0,,2.0,1.0,5.0,4.0,6.0,1.0,2.0,,9.0,23.0,1.0,,3.0,,,88.0
16,"Perkins, Archie",7,4,5,12,,,,2.0,1.0,2.0,1.0,3.0,,2.0,,5.0,8.0,,,,,,64.0
27,"Redman, Mason",18,8,6,24,,,,2.0,6.0,6.0,1.0,3.0,,,,4.0,19.0,,,4.0,2.0,,85.0
14,"Ridley, Jordan",24,12,7,31,1,,,1.0,7.0,3.0,,2.0,,,3.0,10.0,19.0,3.0,,5.0,1.0,,77.0
25,"Stringer, Jake",9,2,2,11,4,,,2.0,,4.0,2.0,6.0,1.0,3.0,,7.0,7.0,,2.0,3.0,,1.0,78.0
5 ↑,"Tsatas, Elijah",7,6,9,16,,,,1.0,1.0,2.0,2.0,1.0,,,,5.0,12.0,,,,,,66.0
20,"Wright, Peter",8,3,11,19,,1.0,8.0,4.0,,2.0,2.0,2.0,1.0,,,8.0,10.0,1.0,1.0,2.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,237,102,163,400,12,14.0,24.0,49.0,45.0,68.0,31.0,55.0,17.0,14.0,5.0,140.0,248.0,10.0,11.0,54.0,16.0,9.0,
Opposition,Opposition,203,77,151,354,10,14.0,50.0,37.0,56.0,55.0,41.0,66.0,14.0,17.0,1.0,138.0,205.0,8.0,12.0,56.0,8.0,9.0,
