Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
16,"Brown, Leigh",24y 148d,145 (58-1-86 40.34%),56 (0.39),82 (39-1-42 48.17%),36 (0.44)
24,"Firrito, Michael",22y 236d,52 (27-0-25 51.92%),10 (0.19),←,
6,"Grant, Shannon",29y 93d,253 (140-2-111 55.73%),290 (1.15),195 (108-1-86 55.64%),252 (1.29)
15,"Green, Kasey",26y 314d,70 (26-1-43 37.86%),18 (0.26),16 (5-0-11 31.25%),10 (0.63)
31,"Hale, David",22y 60d,53 (22-0-31 41.51%),27 (0.51),←,
39,"Harding, Leigh",25y 86d,84 (42-1-41 50.60%),119 (1.42),←,
4,"Harris, Daniel",24y 72d,85 (41-1-43 48.82%),28 (0.33),←,
29,"Harvey, Brent",28y 68d,210 (118-1-91 56.43%),242 (1.15),←,
21,"Jones, Corey",25y 145d,97 (44-0-53 45.36%),113 (1.16),←,
25,"Lower, Ed",19y 28d,1 (0-0-1 0.00%),,←,
35,"Makepeace, Troy",27y 137d,138 (69-1-68 50.36%),37 (0.27),←,
1,"McIntosh, Hamish",21y 320d,12 (3-0-9 25.00%),6 (0.50),←,
20,"Petrie, Drew",23y 279d,100 (47-1-52 47.50%),73 (0.73),←,
30,"Pratt, Daniel",23y 122d,35 (16-0-19 45.71%),3 (0.09),32 (15-0-17 46.88%),2 (0.06)
3,"Rawlings, Brady",25y 41d,127 (65-0-62 51.18%),49 (0.39),←,
34,"Schwarze, Ben",22y 331d,6 (3-0-3 50.00%),2 (0.33),←,
7,"Simpson, Adam",30y 155d,239 (139-1-99 58.37%),69 (0.29),←,
9,"Sinclair, Jess",27y 329d,155 (59-1-95 38.39%),60 (0.39),105 (46-1-58 44.29%),34 (0.32)
19,"Swallow, Andrew",19y 49d,6 (1-0-5 16.67%),1 (0.17),←,
23,"Thompson, Nathan",28y 157d,158 (73-1-84 46.52%),285 (1.80),39 (18-0-21 46.15%),93 (2.38)
36,"Watt, Shannon",25y 237d,102 (51-1-50 50.49%),5 (0.05),←,
8,"Wells, Daniel",21y 168d,78 (38-1-39 49.36%),46 (0.59),←,
Totals,Totals,24y 279d,2206 (1082-14-1110 49.05%),1539 (0.70),,
C,"Laidley, Dani",39y 116d,83 (39-1-43 47.59%),,←,
