Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",13,6,3,16,3,,,2.0,,4.0,,4.0,2.0,2.0,,6.0,8.0,1.0,2.0,4.0,,1.0,88.0
35,"Corr, Aidan",12,3,1,13,,,,3.0,7.0,1.0,,2.0,1.0,1.0,,1.0,4.0,,,,,,78.0
16,"Daniels, Brent",3,,6,9,1,,,5.0,,1.0,,1.0,,,,4.0,5.0,,,1.0,1.0,,79.0
1,"Davis, Phil",7,6,7,14,,,,1.0,4.0,,,2.0,1.0,,,6.0,8.0,1.0,,9.0,,,89.0
24,"de Boer, Matt",5,2,13,18,,,,6.0,1.0,2.0,5.0,4.0,4.0,3.0,,11.0,9.0,,,2.0,1.0,1.0,84.0
31,"Finlayson, Jeremy",9,3,3,12,2,2.0,1.0,3.0,,4.0,1.0,,3.0,,,5.0,6.0,,1.0,3.0,2.0,,79.0
4,"Greene, Toby",19,2,11,30,2,2.0,,4.0,,5.0,5.0,6.0,2.0,2.0,,14.0,14.0,1.0,1.0,2.0,,1.0,85.0
19,"Haynes, Nick",10,6,4,14,,,,1.0,8.0,,,5.0,,3.0,,4.0,9.0,,,4.0,,,89.0
27,"Himmelberg, Harry",1,,6,7,,,,1.0,,,1.0,,,,,4.0,3.0,,,4.0,,,80.0
2,"Hopper, Jacob",11,3,14,25,1,,,3.0,2.0,2.0,5.0,4.0,2.0,2.0,,13.0,13.0,,1.0,1.0,,,78.0
22,"Kelly, Josh",17,3,9,26,1,1.0,,2.0,,6.0,4.0,4.0,,,,12.0,15.0,,1.0,3.0,,1.0,80.0
40,"Kennedy, Adam",11,5,3,14,,,,6.0,4.0,1.0,1.0,3.0,,2.0,,3.0,11.0,,,3.0,,,80.0
38,"Lloyd, Daniel",5,2,4,9,1,,,1.0,1.0,2.0,1.0,3.0,1.0,,,5.0,5.0,,1.0,,,,78.0
41,"Mumford, Shane",5,2,4,9,,,25.0,9.0,2.0,3.0,4.0,9.0,3.0,8.0,,8.0,1.0,2.0,,3.0,,1.0,83.0
36,"Perryman, Harry",10,2,3,13,,,,8.0,2.0,4.0,,3.0,,1.0,,1.0,13.0,,,2.0,,1.0,82.0
50,"Reid, Sam",6,1,5,11,,1.0,,2.0,,1.0,1.0,4.0,1.0,3.0,,4.0,8.0,,1.0,4.0,,,88.0
23,"Shaw, Heath",5,3,1,6,,,,3.0,2.0,,,2.0,,1.0,,2.0,3.0,1.0,,5.0,1.0,,92.0
14,"Taranto, Tim",11,2,6,17,,1.0,,5.0,3.0,3.0,2.0,6.0,,2.0,,8.0,11.0,,1.0,2.0,,,80.0
15,"Taylor, Sam",5,3,5,10,,,,,4.0,1.0,1.0,2.0,1.0,,,8.0,3.0,1.0,,5.0,,,92.0
20,"Tomlinson, Adam",4,2,3,7,,1.0,,3.0,1.0,,1.0,2.0,,,,1.0,6.0,,1.0,,,,56.0
6,"Whitfield, Lachie",5,1,8,13,,,,3.0,,2.0,2.0,4.0,,1.0,,4.0,9.0,,,1.0,,1.0,80.0
29,"Williams, Zac",14,5,3,17,1,,,6.0,8.0,2.0,1.0,,1.0,,,7.0,8.0,2.0,,5.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,62,122,310,12,11.0,26.0,77.0,49.0,44.0,35.0,70.0,22.0,31.0,,131.0,172.0,9.0,10.0,63.0,5.0,7.0,
Opposition,Opposition,220,75,109,329,11,14.0,44.0,58.0,32.0,61.0,48.0,67.0,31.0,22.0,,155.0,170.0,11.0,11.0,57.0,3.0,9.0,
