Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",10,5,5,15,,,,,,,,,,,,,,,,,,,
32,"Ellis, Craig",7,1,3,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
3,"Grant, Chris",10,8,2,12,3,,,1.0,,,,,2.0,2.0,,,,,,,,,
1,"Grgic, Ilija",9,4,8,17,,,23.0,,,,,,,1.0,,,,,,,,,
10,"Hunter, Mark",11,3,3,14,,,,,,,,,,,,,,,,,,,
21,"Kolyniuk, Steven",12,5,2,14,,1.0,,,,,,,,1.0,,,,,,,,,
12,"Koster, Kym",13,2,9,22,1,,,2.0,,,,,,1.0,,,,,,,,,
35,"Kretiuk, Steven",14,2,8,22,1,,,1.0,,,,,,2.0,,,,,,,,,
39,"Liberatore, Tony",18,2,15,33,2,1.0,,4.0,,,,,2.0,1.0,3.0,,,,,,,,
9,"Nicholson, Brad",5,,1,6,,,,1.0,,,,,2.0,1.0,,,,,,,,,
44,"Osborne, Richard",9,1,1,10,3,2.0,,,,,,,1.0,1.0,,,,,,,,,
22,"Quill, Peter",13,5,5,18,,,,,,,,,,2.0,,,,,,,,,
34,"Sexton, Ben",12,5,3,15,,,,,,,,,2.0,,,,,,,,,,
5,"Smith, Rohan",,,,,,,,,,,,,,,,,,,,,,,
8,"Southern, Daniel",9,8,13,22,1,,,,,,,,1.0,2.0,2.0,,,,,,,,
17,"Standfield, Barry",10,2,4,14,1,,,,,,,,2.0,1.0,1.0,,,,,,,,
29,"Thorpe, Alan",6,5,5,11,5,1.0,,,,,,,,,,,,,,,,,
24,"Wallis, Stephen",7,2,6,13,,,,3.0,,,,,1.0,,,,,,,,,,
25,"Watts, Jason",3,2,5,8,,,,,,,,,,,,,,,,,,,
28,"West, Robert",3,1,2,5,,,,,,,,,,,,,,,,,,,
14,"West, Scott",16,3,6,22,,1.0,,2.0,,,,,4.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,66,106,303,17,8.0,23.0,15.0,,,,,18.0,19.0,6.0,,,,,,,,
Opposition,Opposition,183,61,130,313,13,15.0,32.0,21.0,,,,,19.0,18.0,,,,,,,,,
