North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Ahern, Paul",23y 234d,19 (10-0-9 52.63%),5 (0.26),←,
3,"Anderson, Jed",26y 49d,64 (34-0-30 53.13%),22 (0.34),54 (27-0-27 50.00%),18 (0.33)
18,"Atley, Shaun",27y 191d,198 (101-0-97 51.01%),43 (0.22),←,
50,"Brown, Ben",27y 123d,122 (65-0-57 53.28%),280 (2.30),←,
10,"Cunnington, Ben",28y 266d,210 (109-0-101 51.90%),86 (0.41),←,
14,"Dumont, Trent",24y 266d,83 (34-0-49 40.96%),23 (0.28),←,
22,"Goldstein, Todd",31y 265d,235 (120-1-114 51.28%),120 (0.51),←,
43,"Hall, Aaron",29y 134d,110 (35-1-74 32.27%),81 (0.74),7 (2-0-5 28.57%),5 (0.71)
4,"Higgins, Shaun",32y 18d,221 (106-1-114 48.19%),220 (1.00),92 (48-0-44 52.17%),92 (1.00)
20,"Larkey, Nick",21y 290d,20 (10-0-10 50.00%),27 (1.35),←,
34,"Macmillan, Jamie",28y 181d,158 (81-0-77 51.27%),45 (0.28),←,
11,"McDonald, Luke",25y 42d,110 (58-0-52 52.73%),16 (0.15),←,
40,"Murphy, Tom",22y 63d,5 (3-0-2 60.00%),,←,
17,"Pittard, Jasper",28y 356d,149 (77-0-72 51.68%),12 (0.08),23 (11-0-12 47.83%),1 (0.04)
13,"Polec, Jared",27y 162d,129 (70-0-59 54.26%),71 (0.55),23 (11-0-12 47.83%),16 (0.70)
12,"Simpkin, Jy",22y 17d,57 (26-0-31 45.61%),28 (0.49),←,
25,"Tarrant, Robbie",30y 332d,149 (73-0-76 48.99%),44 (0.30),←,
31,"Taylor, Curtis",19y 351d,3 (1-0-2 33.33%),1 (0.33),←,
26,"Thomas, Tarryn",19y 363d,21 (11-0-10 52.38%),16 (0.76),←,
19,"Walker, Josh",27y 131d,86 (38-1-47 44.77%),69 (0.80),1 (1-0-0 100.00%),
7,"Ziebell, Jack",29y 23d,211 (103-0-108 48.82%),162 (0.77),←,
44,"Zurhaar, Cameron",21y 305d,29 (14-0-15 48.28%),30 (1.03),←,
Totals,Totals,26y 73d,2389 (1179-4-1206 49.35%),1401 (0.59),,
C,"Shaw, Rhyce",38y 158d,13 (8-0-5 61.54%),,←,
