Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",8,4,7,15,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",12,4,9,21,,,2.0,3.0,,,,,5.0,,,,,,,,,,
12,"Clarke, Troy",12,3,11,23,,1.0,,,,,,,2.0,,,,,,,,,,
4,"Gastev, John",13,2,2,15,,1.0,,4.0,,,,,2.0,2.0,,,,,,,,,
34,"Green, Ashley",,1,4,4,,,,,,,,,,,,,,,,,,,
14,"Hamilton, Shane",7,2,4,11,,,,1.0,,,,,,2.0,,,,,,,,,
32,"Hart, Shaun",6,,7,13,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
11,"Hutton, John",11,1,1,12,2,,,,,,,,2.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",11,4,4,15,1,,,,,,,,2.0,2.0,,,,,,,,,
17,"Leslie, Martin",10,2,5,15,,,,,,,,,,2.0,,,,,,,,,
19,"McLean, Michael",8,2,7,15,2,1.0,,3.0,,,,,2.0,,,,,,,,,,
40,"McLuckie, Steven",19,6,8,27,,,,,,,,,1.0,2.0,,,,,,,,,
24,"Merrett, Roger",3,2,4,7,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
26,"Noonan, Danny",14,,6,20,,,,2.0,,,,,5.0,2.0,,,,,,,,,
13,"Potter, Craig",5,2,2,7,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
27,"Rendell, Matthew",6,5,4,10,1,,5.0,1.0,,,,,3.0,1.0,,,,,,,,,
6,"Retzlaff, Brendon",4,1,3,7,,,,,,,,,1.0,,,,,,,,,,
23,"Schache, Laurence",1,1,4,5,,1.0,,1.0,,,,,,2.0,,,,,,,,,
33,"White, Darryl",12,3,2,14,4,1.0,2.0,1.0,,,,,1.0,2.0,,,,,,,,,
21,"Zanotti, Mark",8,1,7,15,,,1.0,,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,170,46,101,271,12,8.0,11.0,22.0,,,,,31.0,26.0,,,,,,,,,
Opposition,Opposition,218,73,101,319,27,17.0,27.0,25.0,,,,,26.0,28.0,6.0,,,,,,,,
