North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",24y 128d,62 (32-1-29 52.42%),50 (0.81),←,
4,"Anthony, Liam",24y 338d,45 (21-1-23 47.78%),25 (0.56),←,
18,"Atley, Shaun",19y 334d,35 (19-0-16 54.29%),5 (0.14),←,
3,"Bastinac, Ryan",21y 51d,53 (30-0-23 56.60%),21 (0.40),←,
33,"Campbell, Matt",25y 204d,78 (43-1-34 55.77%),73 (0.94),←,
10,"Cunnington, Ben",21y 43d,50 (26-0-24 52.00%),14 (0.28),←,
11,"Firrito, Michael",28y 259d,189 (94-2-93 50.26%),28 (0.15),←,
32,"Garlett, Cruize",23y 159d,29 (14-0-15 48.28%),8 (0.28),←,
43,"Gibson, Sam",26y 77d,9 (8-0-1 88.89%),3 (0.33),←,
22,"Goldstein, Todd",24y 42d,75 (39-1-35 52.67%),36 (0.48),←,
17,"Grima, Nathan",27y 7d,54 (30-1-23 56.48%),,←,
6,"Hansen, Lachlan",23y 361d,75 (37-1-37 50.00%),63 (0.84),←,
23,"Harper, Kieran",20y 58d,33 (20-0-13 60.61%),32 (0.97),←,
29,"Harvey, Brent",34y 90d,342 (185-3-154 54.53%),404 (1.18),←,
34,"Macmillan, Jamie",20y 324d,32 (20-0-12 62.50%),13 (0.41),←,
42,"McMahon, Scott",26y 71d,102 (53-1-48 52.45%),27 (0.26),←,
20,"Petrie, Drew",29y 302d,218 (105-3-110 48.85%),255 (1.17),←,
9,"Swallow, Andrew",25y 71d,125 (59-1-65 47.60%),64 (0.51),←,
25,"Tarrant, Robbie",23y 109d,21 (11-0-10 52.38%),21 (1.00),←,
16,"Thompson, Scott",26y 95d,89 (39-2-48 44.94%),3 (0.03),←,
8,"Wells, Daniel",27y 191d,189 (97-2-90 51.85%),116 (0.61),←,
19,"Wright, Sam",22y 28d,50 (26-0-24 52.00%),45 (0.90),←,
Totals,Totals,24y 301d,1955 (1008-20-927 51.56%),1306 (0.67),,
C,"Scott, Brad",36y 101d,63 (33-0-30 52.38%),,←,
