Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Allan, Matthew",11,5,1,12,,,23.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,5.0,6.0,1.0,,1.0,,,71.0
23,"Bolton, Mark",4,4,3,7,1,,,,1.0,2.0,,1.0,,1.0,,4.0,3.0,2.0,,2.0,,1.0,100.0
37,"Bullen, Marcus",2,2,2,4,,,,1.0,1.0,,,1.0,,1.0,,1.0,3.0,1.0,,,,,38.0
13,"Cupido, Damian",5,3,3,8,1,2.0,,1.0,,1.0,,1.0,1.0,,,4.0,5.0,1.0,1.0,,,1.0,70.0
31,"Fletcher, Dustin",9,3,1,10,,,,1.0,8.0,,,4.0,1.0,2.0,,3.0,6.0,1.0,,5.0,,,100.0
19,"Hille, David",9,4,,9,2,2.0,4.0,2.0,,3.0,,,1.0,,,2.0,6.0,,3.0,,,1.0,79.0
5,"Hird, James",4,1,2,6,,1.0,,1.0,,2.0,1.0,,2.0,,,6.0,1.0,1.0,1.0,1.0,,1.0,23.0
14,"Johnson, Jason",16,8,7,23,1,2.0,,5.0,,6.0,1.0,2.0,1.0,2.0,2.0,10.0,12.0,2.0,1.0,,1.0,1.0,100.0
1,"Johnson, Mark",9,2,4,13,2,,,4.0,,4.0,8.0,3.0,2.0,2.0,,9.0,4.0,,,1.0,4.0,,91.0
18,"Lloyd, Matthew",8,7,,8,4,,,,,2.0,,1.0,,,,3.0,5.0,3.0,4.0,1.0,,,100.0
42,"Lovett-Murray, Nathan",6,1,1,7,1,2.0,1.0,,,1.0,1.0,1.0,,,,6.0,1.0,,1.0,2.0,,,62.0
25,"Lucas, Scott",12,2,3,15,3,,,3.0,,6.0,,1.0,1.0,1.0,,8.0,8.0,2.0,1.0,1.0,,,100.0
33,"McPhee, Adam",9,3,,9,2,,1.0,5.0,3.0,1.0,1.0,,1.0,,,4.0,5.0,1.0,2.0,1.0,,,100.0
10,"McVeigh, Mark",7,5,6,13,,,,5.0,1.0,2.0,2.0,1.0,,1.0,,6.0,7.0,1.0,,3.0,,1.0,61.0
24,"Misiti, Joe",9,2,3,12,,1.0,,4.0,1.0,4.0,3.0,,,,,5.0,7.0,,1.0,1.0,,,60.0
28,"Murphy, Justin",15,9,10,25,1,,,5.0,2.0,6.0,4.0,,1.0,,,9.0,16.0,,,1.0,1.0,,100.0
11,"Peverill, Damien",6,2,6,12,,,,4.0,,3.0,5.0,,,,,6.0,5.0,,,1.0,,1.0,100.0
9,"Ramanauskas, Adam",6,4,2,8,,,,1.0,1.0,,,1.0,,1.0,,3.0,5.0,,,1.0,,,91.0
43,"Rioli, Dean",3,1,6,9,,,,1.0,1.0,1.0,1.0,2.0,,2.0,,7.0,3.0,,,1.0,,1.0,56.0
7,"Solomon, Dean",15,6,5,20,2,1.0,,4.0,,9.0,4.0,5.0,1.0,2.0,3.0,11.0,10.0,,,1.0,,1.0,97.0
6,"Wellman, Sean",5,3,1,6,,,,1.0,3.0,1.0,,2.0,,1.0,,3.0,4.0,,,1.0,,,100.0
12,"Welsh, Andrew",11,5,3,14,,,1.0,2.0,5.0,1.0,3.0,,,,,5.0,8.0,,,6.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,82,69,250,20,15.0,30.0,51.0,29.0,56.0,35.0,28.0,14.0,17.0,5.0,120.0,130.0,16.0,15.0,31.0,6.0,9.0,
Opposition,Opposition,157,61,83,240,12,12.0,44.0,41.0,34.0,44.0,33.0,38.0,17.0,14.0,1.0,108.0,129.0,5.0,14.0,46.0,9.0,7.0,
