Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13,2,11,24,,,,1.0,,,,,,1.0,,,,,,,,,
22,"Bamford, Scott",10,2,4,14,,,,,,,,,,1.0,,,,,,,,,
5,"Barker, John",9,5,1,10,,,1.0,3.0,,,,,,3.0,,,,,,,,,
30,"Carter, Nick",4,1,4,8,1,2.0,,2.0,,,,,2.0,2.0,,,,,,,,,
29,"Cassidy, Brad",3,1,1,4,,,,3.0,,,,,1.0,1.0,,,,,,,,,
27,"Chandler, Brett",5,,8,13,,,,2.0,,,,,1.0,2.0,,,,,,,,,
40,"Clayton, Shane",5,1,1,6,,,,,,,,,1.0,1.0,,,,,,,,,
24,"Cummings, Trent",2,3,5,7,,,,,,,,,,,,,,,,,,,
28,"Doyle, Peter",2,,3,5,1,,,1.0,,,,,,1.0,,,,,,,,,
17,"Hawking, Simon",7,2,,7,,4.0,,2.0,,,,,1.0,,,,,,,,,,
10,"Hogg, Jeff",3,2,,3,1,2.0,,,,,,,,1.0,,,,,,,,,
2,"Johnson, Chris",9,4,4,13,3,1.0,,5.0,,,,,,,,,,,,,,,
25,"McCarthy, John",7,4,4,11,1,2.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Mellington, Anthony",2,,1,3,,2.0,,2.0,,,,,1.0,,,,,,,,,,
7,"Molloy, Jarrod",4,1,4,8,,,,2.0,,,,,,1.0,,,,,,,,,
34,"Morton, Danny",12,3,13,25,1,,,6.0,,,,,,1.0,,,,,,,,,
4,"Paxman, Stephen",7,4,6,13,,,1.0,4.0,,,,,,,,,,,,,,,
8,"Pike, Martin",26,5,5,31,,,,3.0,,,,,1.0,3.0,3.0,,,,,,,,
12,"Primus, Matthew",9,5,6,15,,,21.0,4.0,,,,,3.0,3.0,,,,,,,,,
37,"Rombotis, John",8,5,11,19,2,,,1.0,,,,,,1.0,,,,,,,,,
33,"Warfe, Rowan",7,3,3,10,,,,3.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,154,53,95,249,10,16.0,24.0,46.0,,,,,13.0,23.0,3.0,,,,,,,,
Opposition,Opposition,167,80,134,301,17,14.0,11.0,27.0,,,,,23.0,13.0,3.0,,,,,,,,
