Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",15,6,11,26,,,,,,,,,2.0,1.0,,,,,,,,,
19,"Bain, David",3,1,3,6,,,,1.0,,,,,,1.0,,,,,,,,,
32,"Baldwin, Jason",13,3,6,19,,,,2.0,,,,,,,,,,,,,,,
37,"Bizzotto, Frank",11,4,4,15,,,,1.0,,,,,1.0,2.0,,,,,,,,,
34,"Boyd, Brad",17,3,13,30,,1.0,,1.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",6,3,4,10,,,,1.0,,,,,,,,,,,,,,,
6,"Guard, Jeremy",13,8,5,18,,,,1.0,,,,,,1.0,,,,,,,,,
17,"Hawking, Simon",6,4,2,8,1,1.0,,1.0,,,,,,,,,,,,,,,
2,"Johnson, Chris",6,2,1,7,3,1.0,,3.0,,,,,1.0,,,,,,,,,,
29,"Lyon, Ross",11,6,11,22,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
25,"McCarthy, John",7,3,7,14,,,,,,,,,,,,,,,,,,,
11,"McGregor, Anthony",8,2,6,14,,,,3.0,,,,,,,,,,,,,,,
36,"Mitchell, Nick",7,3,6,13,1,,,,,,,,,3.0,,,,,,,,,
7,"Molloy, Jarrod",5,4,7,12,1,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,
4,"Paxman, Stephen",6,8,6,12,,,5.0,,,,,,,,,,,,,,,,
1,"Roos, Paul",14,5,16,30,,,1.0,1.0,,,,,1.0,,,,,,,,,,
9,"Sartori, Peter",5,3,4,9,1,,7.0,2.0,,,,,1.0,,,,,,,,,,
3,"Seecamp, Marcus",6,6,4,10,2,,,,,,,,,1.0,,,,,,,,,
12,"Wheildon, Darren",7,6,1,8,2,3.0,2.0,2.0,,,,,,1.0,,,,,,,,,
8,"Wynd, Jim",1,,1,2,,,,,,,,,,,,,,,,,,,
16,"Zanotti, Mark",6,1,7,13,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,81,125,298,12,8.0,16.0,21.0,,,,,7.0,15.0,,,,,,,,,
Opposition,Opposition,174,77,167,341,20,15.0,23.0,32.0,,,,,15.0,7.0,6.0,,,,,,,,
