Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
10,"Bonar, Aiden",20y 154d,6 (3-0-3 50.00%),5 (0.83),←,
5,"Caldwell, Jye",18y 315d,1 (0-0-1 0.00%),,←,
18,"Cameron, Jeremy",26y 130d,149 (65-3-81 44.63%),385 (2.58),←,
16,"Daniels, Brent",20y 153d,27 (17-0-10 62.96%),13 (0.48),←,
1,"Davis, Phil",28y 344d,160 (78-3-79 49.69%),7 (0.04),142 (67-3-72 48.24%),6 (0.04)
7,"Deledio, Brett",32y 113d,274 (129-6-139 48.18%),197 (0.72),31 (19-1-11 62.90%),15 (0.48)
4,"Greene, Toby",25y 318d,141 (63-1-77 45.04%),159 (1.13),←,
9,"Hately, Jackson",18y 292d,7 (3-0-4 42.86%),2 (0.29),←,
19,"Haynes, Nick",27y 83d,123 (60-3-60 50.00%),9 (0.07),←,
37,"Hill, Bobby",19y 181d,5 (3-0-2 60.00%),5 (1.00),←,
25,"Keeffe, Lachlan",29y 117d,55 (32-0-23 58.18%),12 (0.22),15 (7-0-8 46.67%),5 (0.33)
40,"Kennedy, Adam",27y 28d,109 (41-0-68 37.61%),10 (0.09),←,
41,"Mumford, Shane",33y 35d,187 (121-4-62 65.78%),52 (0.28),87 (52-2-33 60.92%),13 (0.15)
36,"Perryman, Harry",20y 233d,30 (15-1-14 51.67%),4 (0.13),←,
50,"Reid, Sam",29y 275d,84 (47-3-34 57.74%),29 (0.35),74 (41-3-30 57.43%),28 (0.38)
23,"Shaw, Heath",33y 255d,302 (184-5-113 61.75%),39 (0.13),129 (74-3-52 58.53%),2 (0.02)
26,"Simpson, Dawson",30y 173d,47 (31-1-15 67.02%),5 (0.11),19 (12-1-6 65.79%),1 (0.05)
42,"Stein, Jake",25y 204d,4 (3-0-1 75.00%),,←,
14,"Taranto, Tim",21y 193d,57 (35-1-21 62.28%),22 (0.39),←,
20,"Tomlinson, Adam",25y 364d,135 (58-3-74 44.07%),34 (0.25),←,
6,"Whitfield, Lachie",25y 22d,128 (62-3-63 49.61%),57 (0.45),←,
29,"Williams, Zac",24y 323d,96 (50-0-46 52.08%),23 (0.24),←,
Totals,Totals,25y 262d,2127 (1100-37-990 51.72%),1069 (0.50),,
C,"Cameron, Leon",46y 341d,137 (75-3-59 55.84%),,←,
