Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47 ↓,"Austin, Mark",1,,1,2,,,,,,,,,,,,1.0,1.0,,,3.0,,,46.0
4,"Bontempelli, Marcus",13,2,8,21,2,1.0,1.0,10.0,2.0,5.0,6.0,4.0,1.0,,1.0,11.0,9.0,,1.0,1.0,,,80.0
5,"Boyd, Matthew",9,1,11,20,,,,1.0,2.0,,4.0,3.0,,1.0,,11.0,7.0,,,4.0,,,81.0
8,"Crameri, Stewart",8,3,9,17,2,1.0,,1.0,,,2.0,3.0,,2.0,,6.0,11.0,,2.0,3.0,,1.0,88.0
6,"Dahlhaus, Luke",13,2,3,16,1,2.0,,7.0,1.0,4.0,2.0,2.0,3.0,,,12.0,3.0,1.0,1.0,1.0,,,84.0
16,"Griffen, Ryan",17,,15,32,1,,,6.0,1.0,4.0,2.0,5.0,2.0,1.0,2.0,15.0,12.0,,,1.0,,,91.0
7,"Higgins, Shaun",10,1,1,11,,,,4.0,6.0,1.0,1.0,1.0,,1.0,,2.0,6.0,,,3.0,,,81.0
22,"Honeychurch, Mitch",4,2,6,10,,1.0,,7.0,,2.0,1.0,1.0,,,,2.0,8.0,,,,,1.0,75.0
24,"Hrovat, Nathan",7,2,6,13,,1.0,,3.0,2.0,1.0,1.0,,1.0,,,7.0,6.0,,,1.0,,,84.0
26,"Hunter, Lachie",12,2,4,16,1,,,5.0,,5.0,2.0,2.0,2.0,,,10.0,4.0,1.0,,,,1.0,80.0
21,"Liberatore, Tom",16,2,16,32,,,1.0,7.0,2.0,5.0,12.0,4.0,4.0,,,20.0,10.0,,,4.0,,,87.0
11 ↑,"Macrae, Jack",11,2,6,17,,,,4.0,1.0,2.0,1.0,1.0,2.0,,,7.0,9.0,,,1.0,,,39.0
27,"Minson, Will",7,,3,10,,,33.0,7.0,1.0,1.0,5.0,3.0,1.0,2.0,,6.0,1.0,,,11.0,,,95.0
38,"Morris, Dale",4,1,3,7,,,,5.0,2.0,,,1.0,1.0,,,5.0,1.0,1.0,,7.0,,,97.0
2,"Murphy, Robert",13,1,4,17,,,,3.0,2.0,4.0,,3.0,1.0,1.0,,6.0,8.0,,,1.0,1.0,1.0,78.0
42,"Picken, Liam",14,2,8,22,,1.0,,4.0,3.0,,3.0,2.0,3.0,1.0,,10.0,10.0,,,2.0,,,96.0
43,"Redpath, Jack",2,,3,5,,,1.0,3.0,,1.0,1.0,,,,,4.0,1.0,,,2.0,,,83.0
23,"Roughead, Jordan",3,2,2,5,,,,1.0,1.0,,,2.0,,2.0,,4.0,3.0,,,9.0,,,94.0
25,"Stevens, Koby",8,,10,18,,,,3.0,,3.0,4.0,2.0,,1.0,,8.0,10.0,,,2.0,,1.0,86.0
9,"Stringer, Jake",8,,5,13,,,,8.0,1.0,4.0,,1.0,,,,7.0,5.0,,,2.0,,,87.0
3,"Wallis, Mitch",11,,9,20,,2.0,,3.0,1.0,3.0,5.0,1.0,3.0,1.0,,16.0,6.0,,,1.0,,1.0,88.0
10,"Wood, Easton",7,,4,11,,,,4.0,1.0,2.0,,1.0,1.0,,,6.0,6.0,,,6.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,25,137,335,7,14.0,36.0,96.0,29.0,47.0,52.0,42.0,25.0,13.0,3.0,176.0,137.0,3.0,4.0,65.0,1.0,6.0,
Opposition,Opposition,208,85,138,346,10,9.0,53.0,129.0,29.0,43.0,31.0,52.0,13.0,25.0,3.0,139.0,193.0,11.0,9.0,63.0,4.0,7.0,
