Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",15.0,2.0,8,23,3.0,1.0,,,3.0,2.0,5.0,3.0,2.0,2.0,1.0,15,7,1.0,1.0,2.0,1.0,,100.0
10,"Cook, Troy",9.0,2.0,9,18,,1.0,,6.0,1.0,2.0,2.0,2.0,1.0,2.0,,10,8,,,2.0,,,91.0
24,"Croad, Trent",5.0,,3,8,,,,2.0,,2.0,1.0,1.0,,,,4,5,,,1.0,,,93.0
33,"Farmer, Jeff",6.0,,2,8,1.0,,,,,1.0,,1.0,2.0,1.0,,4,3,,,1.0,,1.0,60.0
14,"Grover, Antoni",8.0,4.0,4,12,,,,1.0,1.0,3.0,,2.0,1.0,1.0,,2,10,1.0,,1.0,,,82.0
42,"Haddrill, Robert",4.0,2.0,5,9,,,,1.0,2.0,,,2.0,,1.0,,4,2,,,4.0,,,63.0
4,"Hasleby, Paul",14.0,6.0,15,29,1.0,,,2.0,2.0,3.0,7.0,3.0,1.0,,,12,15,,1.0,3.0,,1.0,98.0
43,"Hayden, Roger",12.0,6.0,3,15,,,,2.0,2.0,1.0,1.0,1.0,2.0,,,4,11,,,,1.0,,73.0
11,"Headland, Des",13.0,3.0,6,19,,,1.0,3.0,2.0,4.0,4.0,3.0,,1.0,,11,8,,,2.0,1.0,,91.0
28,"Koops, Steven",,,4,4,,,,2.0,,,1.0,2.0,,1.0,,2,2,,,1.0,,,51.0
20,"Longmuir, Justin",4.0,2.0,1,5,2.0,,,,,,,1.0,,,,3,2,1.0,2.0,1.0,,,66.0
8,"McManus, Shaun",14.0,3.0,5,19,,,1.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,,8,10,,,2.0,1.0,,97.0
18,"McPharlin, Luke",8.0,5.0,4,12,,,,,3.0,1.0,,,1.0,,,2,10,,,1.0,,1.0,59.0
34,"Medhurst, Paul",9.0,4.0,3,12,1.0,2.0,,,,4.0,,4.0,1.0,2.0,,5,5,,3.0,1.0,,1.0,94.0
23,"Parker, Shane",4.0,2.0,2,6,,,,1.0,1.0,,,1.0,,,,1,4,,,5.0,,,84.0
29,"Pavlich, Matthew",15.0,5.0,6,21,2.0,3.0,1.0,4.0,,4.0,4.0,3.0,,1.0,,14,6,3.0,3.0,1.0,,,100.0
12,"Polak, Graham",10.0,4.0,2,12,,,,1.0,1.0,,,1.0,,,,6,4,2.0,,6.0,,,100.0
31,"Sandilands, Aaron",4.0,4.0,6,10,,1.0,28.0,,,1.0,,,1.0,,,5,7,1.0,1.0,4.0,,2.0,75.0
3,"Schammer, Byron",9.0,3.0,9,18,,,,1.0,3.0,3.0,3.0,5.0,1.0,1.0,,9,9,,,2.0,,1.0,64.0
35,"Siegert, Andrew",9.0,3.0,2,11,,,,,,1.0,1.0,6.0,,1.0,,3,8,,,1.0,1.0,,81.0
2,"Simmonds, Troy",10.0,6.0,2,12,,,15.0,1.0,2.0,4.0,1.0,1.0,1.0,,,2,9,,,,,1.0,78.0
19,"Walker, James",13.0,5.0,4,17,,,,3.0,1.0,1.0,3.0,1.0,,,,7,8,,,,,,100.0
Totals,Totals,195.0,71.0,105,300,10.0,8.0,46.0,32.0,27.0,40.0,35.0,47.0,15.0,16.0,1.0,133,153,9.0,11.0,41.0,5.0,8.0,
Opposition,Opposition,203.0,76.0,126,329,15.0,8.0,31.0,44.0,26.0,46.0,37.0,48.0,16.0,15.0,5.0,137,173,13.0,8.0,44.0,12.0,10.0,
