Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",33y 294d,225 (131-1-93 58.44%),937 (4.16),219 (126-1-92 57.76%),927 (4.23)
6,"Barnes, John",26y 51d,83 (49-1-33 59.64%),23 (0.28),71 (43-0-28 60.56%),11 (0.15)
9,"Breuer, Shayne",22y 315d,41 (28-0-13 68.29%),45 (1.10),←,
16,"Brownless, Bill",28y 175d,171 (99-1-71 58.19%),393 (2.30),←,
40,"Brown, Paul",26y 77d,73 (51-0-22 69.86%),63 (0.86),←,
2,"Colbert, Leigh",20y 45d,33 (24-0-9 72.73%),3 (0.09),←,
7,"Couch, Paul",31y 3d,224 (132-0-92 58.93%),190 (0.85),←,
36,"Graham, Ben",21y 262d,23 (17-0-6 73.91%),3 (0.13),←,
19,"Hall, Derek",24y 235d,13 (9-0-4 69.23%),8 (0.62),11 (7-0-4 63.64%),5 (0.45)
14,"Handley, Steven",24y 364d,55 (34-0-21 61.82%),23 (0.42),←,
32,"Hocking, Garry",26y 287d,155 (90-1-64 58.39%),142 (0.92),←,
18,"Lynch, Paul",21y 277d,21 (16-0-5 76.19%),10 (0.48),←,
21,"Mansfield, Michael",23y 348d,88 (54-0-34 61.36%),44 (0.50),←,
17,"McGrath, Tim",24y 288d,93 (60-0-33 64.52%),6 (0.06),86 (56-0-30 65.12%),6 (0.07)
31,"Mensch, David",22y 342d,48 (36-0-12 75.00%),54 (1.13),←,
23,"Pickering, Liam",26y 316d,66 (38-0-28 57.58%),31 (0.47),44 (29-0-15 65.91%),23 (0.52)
15,"Riccardi, Peter",22y 217d,75 (51-0-24 68.00%),63 (0.84),←,
12,"Sholl, Brad",22y 254d,18 (12-0-6 66.67%),1 (0.06),16 (12-0-4 75.00%),1 (0.06)
37,"Simpson, Sean",25y 97d,75 (48-0-27 64.00%),13 (0.17),68 (47-0-21 69.12%),12 (0.18)
10,"Tanner, Grant",24y 363d,26 (18-0-8 69.23%),9 (0.35),←,
11,"Tudor, Leigh",25y 300d,47 (28-0-19 59.57%),37 (0.79),39 (25-0-14 64.10%),31 (0.79)
Totals,Totals,25y 60d,1653 (1025-4-624 62.01%),2098 (1.27),,
C,"Ayres, Gary",34y 297d,16 (12-0-4 75.00%),,←,
