Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",8,3,3,11,2,,5.0,,,,,,1.0,2.0,,,,,,,,,
32,"Baldwin, Jason",12,1,4,16,,,,3.0,,,,,2.0,4.0,,,,,,,,,
18,"Blakey, John",2,,2,4,,,,,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",15,,13,28,1,,1.0,3.0,,,,,1.0,,,,,,,,,,
22,"Caven, Peter",6,4,5,11,,,3.0,3.0,,,,,1.0,1.0,,,,,,,,,
16,"Cormack, Joe",11,3,7,18,,2.0,,7.0,,,,,,1.0,,,,,,,,,
2,"Dundas, Matthew",10,,1,11,1,,,2.0,,,,,3.0,4.0,,,,,,,,,
28,"Elliott, Jamie",9,1,4,13,,1.0,,1.0,,,,,2.0,,,,,,,,,,
6,"Guard, Jeremy",9,6,8,17,,,,2.0,,,,,,,,,,,,,,,
26,"Johnston, David",8,2,7,15,,,,,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",6,1,2,8,1,1.0,1.0,,,,,,2.0,,,,,,,,,,
29,"Lyon, Ross",3,2,6,9,,1.0,,,,,,,1.0,1.0,,,,,,,,,
5,"McCormack, Brendan",10,3,5,15,2,,,1.0,,,,,2.0,2.0,,,,,,,,,
21,"Morrish, Paul",9,4,8,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
44,"Osborne, Richard",7,3,,7,1,2.0,,,,,,,1.0,2.0,,,,,,,,,
1,"Roos, Paul",16,7,3,19,,,1.0,,,,,,,1.0,,,,,,,,,
3,"Seecamp, Marcus",4,3,4,8,,,2.0,2.0,,,,,,2.0,,,,,,,,,
33,"Stephens, Brett",15,2,7,22,,,,3.0,,,,,3.0,3.0,,,,,,,,,
12,"Wheildon, Darren",8,5,3,11,1,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
8,"Wynd, Jim",20,4,4,24,1,1.0,,4.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,54,96,284,10,13.0,14.0,34.0,,,,,24.0,28.0,,,,,,,,,
Opposition,Opposition,193,73,98,291,16,18.0,18.0,35.0,,,,,28.0,24.0,6.0,,,,,,,,
