Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",25y 149d,71 (34-0-37 47.89%),7 (0.10),←,
26,"Bickley, Mark",32y 274d,234 (115-0-119 49.15%),69 (0.29),←,
10,"Bode, Matthew",22y 310d,36 (15-0-21 41.67%),30 (0.83),7 (4-0-3 57.14%),5 (0.71)
24,"Burton, Brett",24y 1d,50 (22-0-28 44.00%),56 (1.12),←,
4,"Clarke, Matthew",28y 229d,161 (76-2-83 47.83%),24 (0.15),31 (14-0-17 45.16%),5 (0.16)
11,"Doughty, Michael",22y 273d,11 (8-0-3 72.73%),6 (0.55),←,
9,"Edwards, Tyson",25y 272d,132 (66-0-66 50.00%),73 (0.55),←,
15,"Fitzgerald, Ryan",25y 201d,16 (7-0-9 43.75%),23 (1.44),6 (4-0-2 66.67%),8 (1.33)
36,"Goodwin, Simon",25y 130d,101 (54-0-47 53.47%),49 (0.49),←,
34,"Hart, Ben",27y 300d,230 (114-1-115 49.78%),40 (0.17),←,
18,"Johncock, Graham",19y 196d,6 (4-0-2 66.67%),5 (0.83),←,
31,"Marsh, Ben",25y 300d,42 (23-0-19 54.76%),16 (0.38),←,
3,"Massie, Kris",21y 340d,45 (27-0-18 60.00%),13 (0.29),2 (1-0-1 50.00%),1 (0.50)
16,"McGregor, Ken",21y 96d,36 (15-0-21 41.67%),17 (0.47),←,
23,"McLeod, Andrew",25y 274d,151 (76-0-75 50.33%),160 (1.06),←,
6,"Nelson, Ben",25y 102d,45 (26-0-19 57.78%),6 (0.13),5 (4-0-1 80.00%),
22,"Perrie, Ian",23y 26d,32 (17-0-15 53.13%),30 (0.94),←,
32,"Ricciuto, Mark",26y 331d,198 (93-1-104 47.22%),141 (0.71),←,
7,"Smart, Nigel",32y 349d,234 (114-1-119 48.93%),107 (0.46),←,
20,"Stenglein, Tyson",21y 293d,46 (25-0-21 54.35%),8 (0.17),←,
19,"Stevens, Mark",26y 192d,92 (52-0-40 56.52%),66 (0.72),71 (36-0-35 50.70%),46 (0.65)
17,"Welsh, Scott",23y 149d,82 (48-0-34 58.54%),112 (1.37),46 (22-0-24 47.83%),82 (1.78)
Totals,Totals,25y 85d,2051 (1031-5-1015 50.27%),1058 (0.52),,
C,"Ayres, Gary",41y 219d,167 (90-1-76 54.19%),,51 (25-0-26 49.02%),
