Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",15,3,5,20,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
18,"Cameron, Leon",18,6,3,21,,,,2.0,,,,,,2.0,,,,,,,,,
6,"Campbell, Tony",2,1,,2,,,,,,,,,,1.0,,,,,,,,,
31,"Darcy, Anthony",7,1,3,10,1,,,2.0,,,,,1.0,,,,,,,,,,
26,"Del-Re, Danny",5,3,2,7,4,1.0,,1.0,,,,,1.0,,,,,,,,,,
29,"Grant, Chris",11,8,5,16,3,,,,,,,,2.0,2.0,,,,,,,,,
7,"Hawkins, Doug",13,5,9,22,,,,,,,,,2.0,1.0,,,,,,,,,
10,"Hunter, Mark",13,1,4,17,,,,1.0,,,,,,1.0,,,,,,,,,
4,"Kellett, Nigel",9,5,5,14,1,,,1.0,,,,,3.0,,,,,,,,,,
21,"Kolyniuk, Steven",5,2,5,10,2,,,2.0,,,,,,,,,,,,,,,
39,"Liberatore, Tony",10,1,8,18,,,,3.0,,,,,3.0,1.0,,,,,,,,,
27,"Macpherson, Stephen",14,3,6,20,,,,1.0,,,,,1.0,2.0,,,,,,,,,
25,"Mansfield, Matthew",3,2,1,4,,,,,,,,,2.0,,,,,,,,,,
22,"Quill, Peter",13,3,7,20,1,1.0,,,,,,,3.0,2.0,,,,,,,,,
2,"Reynolds, Keenan",19,13,7,26,2,2.0,,1.0,,,,,2.0,,,,,,,,,,
34,"Sexton, Ben",3,1,1,4,,,,1.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",9,5,6,15,1,,3.0,,,,,,1.0,2.0,,,,,,,,,
8,"Toohey, Bernard",21,11,6,27,,,,3.0,,,,,4.0,,,,,,,,,,
14,"West, Scott",9,,6,15,1,,,3.0,,,,,3.0,1.0,,,,,,,,,
15,"Wynd, Scott",5,5,17,22,,,17.0,,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,79,106,310,17,8.0,20.0,22.0,,,,,32.0,18.0,,,,,,,,,
Opposition,Opposition,212,70,77,289,22,9.0,13.0,29.0,,,,,18.0,32.0,6.0,,,,,,,,
