Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47,"Beams, Ben",6,4,1,7,1,,,1.0,1.0,1.0,1.0,,1.0,,,2.0,5.0,,1.0,,,,
32,"Bruce, Cameron",3,2,6,9,,,,,,,,,,,,4.0,5.0,,,3.0,,,
28,"Collins, Matthew",6,,4,10,,,,1.0,4.0,,1.0,,1.0,2.0,,5.0,5.0,,,,,,
33,"Farmer, Jeff",15,9,2,17,9,1.0,,,,3.0,,2.0,,1.0,2.0,7.0,8.0,5.0,7.0,2.0,,,
21,"Febey, Steven",10,2,7,17,,,,2.0,5.0,,1.0,3.0,,1.0,,7.0,10.0,,,2.0,1.0,,
27,"Ingerson, Anthony",5,5,5,10,,,1.0,1.0,1.0,,1.0,,1.0,,,5.0,4.0,2.0,,,,,
16,"Johnstone, Travis",10,4,3,13,2,,,2.0,,3.0,1.0,3.0,1.0,1.0,,3.0,11.0,,1.0,1.0,,,
36,"Leoncelli, Andrew",14,6,7,21,2,,,4.0,,10.0,3.0,1.0,2.0,1.0,,4.0,17.0,,1.0,2.0,,,
35,"McDonald, Anthony",6,3,5,11,,,,3.0,1.0,1.0,2.0,1.0,,1.0,,6.0,5.0,,,1.0,,,
23,"McDonald, James",4,,2,6,,,,2.0,,2.0,1.0,,,1.0,,2.0,5.0,,,1.0,1.0,,
9,"Neitz, David",9,5,3,12,1,1.0,1.0,5.0,,2.0,,2.0,2.0,1.0,,7.0,5.0,2.0,3.0,1.0,,,
7,"Powell, Stephen",9,3,10,19,1,,,1.0,5.0,2.0,3.0,1.0,1.0,,,3.0,16.0,,1.0,1.0,,,
43,"Rigoni, Guy",16,5,9,25,,1.0,,2.0,1.0,6.0,4.0,1.0,1.0,,,7.0,18.0,,1.0,,,,
24,"Robertson, Russell",10,11,12,22,3,2.0,2.0,3.0,,3.0,,1.0,,3.0,1.0,12.0,10.0,4.0,4.0,,,,
5,"Schwarz, David",10,2,10,20,2,,5.0,2.0,,2.0,7.0,2.0,2.0,2.0,,13.0,6.0,,1.0,3.0,,,
46,"Simmonds, Troy",5,1,3,8,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,5.0,,,,,,
42,"Walsh, Peter",9,3,10,19,,,,2.0,2.0,4.0,3.0,4.0,,1.0,,6.0,13.0,,,5.0,1.0,,
31,"Wheatley, Paul",2,2,1,3,,,,1.0,1.0,,,1.0,,1.0,,1.0,2.0,,,1.0,,,
45,"Whelan, Matthew",6,5,5,11,,,,,6.0,1.0,,,,2.0,,5.0,6.0,1.0,,1.0,1.0,,
34,"White, Jeff",9,8,5,14,,,30.0,2.0,,4.0,1.0,2.0,1.0,,,3.0,11.0,,,2.0,,,
22,"Woewodin, Shane",7,3,3,10,,,,4.0,1.0,4.0,2.0,1.0,1.0,1.0,,3.0,6.0,,,3.0,,,
13,"Yze, Adem",30,6,5,35,1,1.0,,3.0,1.0,10.0,9.0,,4.0,1.0,3.0,16.0,16.0,2.0,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,89,118,319,22,11.0,41.0,42.0,30.0,59.0,41.0,26.0,19.0,20.0,6.0,124.0,189.0,16.0,20.0,30.0,4.0,,
Opposition,Opposition,178,68,86,264,12,6.0,21.0,30.0,34.0,45.0,35.0,34.0,20.0,19.0,,121.0,139.0,12.0,12.0,30.0,1.0,,
