Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",23y 270d,88 (47-3-38 55.11%),83 (0.94),←,
21,"Christian, Michael",26y 305d,87 (45-2-40 52.87%),19 (0.22),←,
28,"Crosisca, Gavin",22y 280d,83 (50-3-30 62.05%),35 (0.42),←,
2,"Francis, Tony",22y 82d,28 (16-2-10 60.71%),21 (0.75),←,
3,"Gayfer, Michael",25y 309d,102 (59-1-42 58.33%),1 (0.01),←,
23,"Kelly, Craig",25y 6d,50 (29-2-19 60.00%),23 (0.46),←,
44,"Kerrison, Shane",26y 86d,93 (53-2-38 58.06%),11 (0.12),←,
15,"Lehmann, Troy",19y 117d,4 (2-0-2 50.00%),3 (0.75),←,
30,"Manson, James",24y 232d,99 (56-3-40 58.08%),86 (0.87),←,
5,"McKeown, Ron",24y 43d,93 (51-3-39 56.45%),71 (0.76),←,
42,"Millane, Darren",25y 317d,139 (78-3-58 57.19%),70 (0.50),←,
7,"Morwood, Shane",29y 203d,173 (101-3-69 59.25%),89 (0.51),156 (92-3-61 59.94%),76 (0.49)
16,"Richardson, Mark",18y 234d,5 (3-0-2 60.00%),15 (3.00),←,
29,"Russell, Scott",21y 46d,39 (24-2-13 64.10%),23 (0.59),←,
31,"Saunders, Darren",25y 310d,27 (16-0-11 59.26%),,21 (13-0-8 61.90%),
27,"Starcevich, Craig",24y 37d,77 (42-3-32 56.49%),108 (1.40),←,
6,"Tuddenham, Paul",23y 281d,36 (21-0-15 58.33%),31 (0.86),←,
24,"Turner, Jamie",28y 314d,137 (76-3-58 56.57%),27 (0.20),←,
37,"Williams, Paul",18y 80d,10 (4-0-6 40.00%),11 (1.10),←,
19,"Wright, Graham",23y 16d,67 (43-2-22 65.67%),66 (0.99),←,
Totals,Totals,23y 361d,1437 (816-37-584 56.78%),793 (0.55),,
C,"Matthews, Leigh",39y 113d,127 (71-3-53 57.09%),,←,
