Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",20y 281d,38 (20-0-18 52.63%),16 (0.42),←,
20,"Brogan, Dean",30y 146d,128 (81-1-46 63.67%),41 (0.32),←,
7,"Burgoyne, Peter",31y 100d,230 (129-3-98 56.74%),192 (0.83),←,
27,"Carlile, Alipate",22y 9d,39 (18-0-21 46.15%),1 (0.03),←,
1,"Cassisi, Domenic",26y 229d,134 (78-1-55 58.58%),56 (0.42),←,
30,"Chaplin, Troy",23y 75d,68 (34-1-33 50.74%),8 (0.12),←,
35,"Cornes, Chad",29y 178d,205 (124-1-80 60.73%),160 (0.78),←,
18,"Cornes, Kane",26y 124d,169 (100-1-68 59.47%),70 (0.41),←,
41,"Davenport, Jason",23y 247d,1 (0-0-1 0.00%),1 (1.00),←,
33,"Ebert, Brett",25y 172d,105 (53-1-51 50.95%),155 (1.48),←,
17,"Gray, Robbie",21y 40d,22 (10-0-12 45.45%),32 (1.45),←,
29,"Krakouer, Nathan",21y 4d,21 (13-0-8 61.90%),6 (0.29),←,
5,"Lade, Brendon",32y 303d,219 (123-3-93 56.85%),173 (0.79),←,
44,"Logan, Tom",23y 311d,43 (18-0-25 41.86%),11 (0.26),40 (18-0-22 45.00%),11 (0.28)
4,"Motlop, Daniel",27y 54d,104 (46-1-57 44.71%),177 (1.70),57 (26-0-31 45.61%),124 (2.18)
6,"Pearce, Danyle",23y 32d,78 (37-0-41 47.44%),47 (0.60),←,
36,"Pettigrew, Michael",24y 54d,83 (39-0-44 46.99%),25 (0.30),←,
15,"Rodan, David",25y 213d,118 (46-0-72 38.98%),96 (0.81),53 (27-0-26 50.94%),53 (1.00)
3,"Salopek, Steven",23y 322d,85 (45-0-40 52.94%),41 (0.48),←,
9,"Surjan, Jacob",23y 267d,73 (39-0-34 53.42%),11 (0.15),←,
21,"Thomas, Matt",22y 71d,21 (7-0-14 33.33%),5 (0.24),←,
16,"Tredrea, Warren",30y 136d,234 (135-2-97 58.12%),508 (2.17),←,
Totals,Totals,25y 136d,2218 (1195-15-1008 53.88%),1832 (0.83),,
C,"Williams, Mark",50y 261d,243 (140-2-101 58.02%),,←,
