St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",18,6,11,29,1,,1.0,2.0,2.0,4.0,9.0,6.0,3.0,1.0,1.0,17.0,13.0,1.0,1.0,,1.0,,74.0
26,"Curren, Tom",4,1,5,9,,,,7.0,,4.0,4.0,1.0,1.0,,,7.0,3.0,,,1.0,,,89.0
21,"Delaney, Luke",5,5,7,12,,,,6.0,2.0,,,,1.0,,,3.0,9.0,,,5.0,,1.0,94.0
24,"Dempster, Sean",16,7,5,21,1,,,3.0,8.0,,,4.0,,,,7.0,13.0,2.0,,5.0,1.0,,91.0
36,"Dunstan, Luke",8,3,7,15,1,,,6.0,,1.0,3.0,5.0,1.0,2.0,,7.0,9.0,1.0,1.0,,,,85.0
14,"Geary, Jarryn",6,4,11,17,,,,5.0,,,,2.0,1.0,1.0,,5.0,11.0,,,2.0,1.0,,81.0
19,"Gilbert, Sam",9,8,7,16,,,,4.0,1.0,1.0,,5.0,,2.0,,4.0,11.0,,,4.0,3.0,,79.0
33,"Gwilt, James",13,6,7,20,,,,2.0,5.0,,,5.0,1.0,4.0,,6.0,14.0,,,8.0,,,98.0
7,"Hayes, Lenny",10,5,8,18,,,1.0,5.0,1.0,5.0,3.0,3.0,,1.0,,10.0,8.0,,,6.0,,3.0,74.0
1,"Hickey, Tom",7,8,12,19,3,,20.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,,8.0,10.0,3.0,2.0,2.0,,,88.0
4,"Jones, Clinton",13,5,13,26,,,,3.0,1.0,2.0,,2.0,,,,8.0,18.0,,,1.0,,2.0,88.0
37,"Maister, Beau",5,7,4,9,,1.0,,2.0,,2.0,1.0,4.0,,,,5.0,4.0,3.0,3.0,2.0,,1.0,77.0
11,"Montagna, Leigh",19,7,6,25,1,,,4.0,3.0,3.0,4.0,4.0,1.0,1.0,,11.0,15.0,,1.0,1.0,,,82.0
16,"Newnes, Jack",17,5,9,26,,,,3.0,1.0,4.0,4.0,1.0,2.0,1.0,,10.0,18.0,,,1.0,,,89.0
22,"Ray, Farren",19,6,7,26,1,,,1.0,3.0,6.0,2.0,3.0,,,,7.0,19.0,1.0,1.0,1.0,1.0,,90.0
12,"Riewoldt, Nick",17,14,7,24,5,1.0,,3.0,,7.0,,3.0,1.0,1.0,2.0,8.0,17.0,1.0,4.0,2.0,,1.0,93.0
17 ↓,"Roberton, Dylan",2,,1,3,,,,3.0,,1.0,,,,,,,3.0,,,2.0,,,50.0
35,"Saunders, Josh",4,1,7,11,,,,6.0,,2.0,2.0,1.0,,,,6.0,5.0,,,,1.0,,86.0
5 ↑,"Savage, Shane",5,,,5,,,,1.0,,2.0,2.0,3.0,,,,3.0,2.0,,,,,,29.0
28,"Stanley, Rhys",7,5,4,11,,1.0,8.0,1.0,,3.0,1.0,4.0,1.0,,,7.0,4.0,4.0,1.0,1.0,,,81.0
43,"Templeton, Eli",8,6,3,11,2,,,2.0,,2.0,,,,,,3.0,9.0,,1.0,,,1.0,92.0
34,"Wright, Nathan",14,6,,14,,1.0,,1.0,4.0,,2.0,2.0,,,,5.0,9.0,1.0,,1.0,,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,115,141,367,15,5.0,30.0,74.0,33.0,50.0,40.0,61.0,15.0,16.0,3.0,147.0,224.0,17.0,15.0,45.0,8.0,10.0,
Opposition,Opposition,197,76,157,354,13,10.0,56.0,69.0,35.0,52.0,37.0,43.0,16.0,15.0,3.0,141.0,204.0,5.0,7.0,50.0,19.0,7.0,
