St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
14,"Bardsley, Kristian",23y 298d,47 (19-1-27 41.49%),20 (0.43),42 (17-1-24 41.67%),16 (0.38)
27,"Beveridge, Luke",25y 319d,83 (48-1-34 58.43%),79 (0.95),10 (5-0-5 50.00%),9 (0.90)
2,"Brown, Tony",19y 40d,25 (10-0-15 40.00%),13 (0.52),←,
3,"Burke, Nathan",26y 152d,194 (82-2-110 42.78%),71 (0.37),←,
30,"Coghlan, Glen",21y 344d,18 (7-0-11 38.89%),7 (0.39),←,
34,"Daniels, Jayson",25y 139d,146 (44-1-101 30.48%),25 (0.17),88 (31-1-56 35.80%),21 (0.24)
28,"Elliott, Jamie",23y 152d,54 (19-1-34 36.11%),9 (0.17),5 (2-0-3 40.00%),1 (0.20)
10,"Everitt, Peter",22y 65d,60 (25-1-34 42.50%),88 (1.47),←,
35,"Harvey, Robert",24y 321d,147 (70-2-75 48.30%),85 (0.58),←,
29,"Jones, Austinn",19y 283d,33 (12-0-21 36.36%),30 (0.91),←,
17,"Keogh, Rod",25y 104d,67 (31-0-36 46.27%),23 (0.34),45 (19-0-26 42.22%),15 (0.33)
23,"Loewe, Stewart",28y 45d,205 (87-1-117 42.68%),398 (1.94),←,
42,"McLean, Andrew",22y 355d,5 (2-0-3 40.00%),,←,
16,"Neill, Robert",22y 184d,34 (9-0-25 26.47%),15 (0.44),13 (6-0-7 46.15%),6 (0.46)
1,"Peckett, Justin",23y 276d,67 (26-1-40 39.55%),2 (0.03),←,
31,"Shanahan, Jamie",28y 214d,92 (43-1-48 47.28%),,←,
4,"Smith, Joel",19y 65d,34 (14-0-20 41.18%),17 (0.50),←,
32,"Traianidis, Jason",21y 243d,11 (5-0-6 45.45%),9 (0.82),←,
12,"Wakelin, Shane",21y 330d,38 (14-1-23 38.16%),11 (0.29),←,
7,"Winmar, Nicky",30y 286d,180 (78-1-101 43.61%),237 (1.32),←,
20,"Young, Matthew",23y 294d,32 (15-0-17 46.88%),9 (0.28),11 (6-0-5 54.55%),3 (0.27)
Totals,Totals,23y 319d,1572 (660-14-898 41.98%),1148 (0.73),,
C,"Alves, Stan",50y 46d,58 (21-1-36 37.07%),,←,
