Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",28y 239d,234 (129-0-105 55.13%),225 (0.96),←,
29,"Bramble, Lachlan",26y 92d,48 (19-2-27 41.67%),4 (0.08),18 (10-0-8 55.56%),2 (0.11)
17,"Coffield, Nick",24y 271d,57 (25-1-31 44.74%),2 (0.04),5 (3-0-2 60.00%),
31,"Dale, Bailey",27y 364d,149 (81-0-68 54.36%),82 (0.55),←,
10,"Darcy, Sam",21y 1d,22 (11-0-11 50.00%),28 (1.27),←,
15,"Duryea, Taylor",33y 87d,208 (135-1-72 65.14%),25 (0.12),90 (53-0-37 58.89%),4 (0.04)
44,"English, Tim",26y 345d,126 (69-0-57 54.76%),74 (0.59),←,
27,"Freijah, Joel",18y 249d,10 (7-0-3 70.00%),1 (0.10),←,
24,"Khamis, Buku",24y 118d,23 (13-0-10 56.52%),7 (0.30),←,
21,"Liberatore, Tom",32y 65d,228 (112-0-116 49.12%),84 (0.37),←,
7,"Lobb, Rory",31y 162d,170 (93-2-75 55.29%),172 (1.01),30 (17-0-13 56.67%),29 (0.97)
11,"Macrae, Jack",29y 352d,246 (131-0-115 53.25%),57 (0.23),←,
30,"McNeil, Lachlan",23y 162d,48 (31-0-17 64.58%),22 (0.46),←,
33,"Naughton, Aaron",24y 233d,137 (75-0-62 54.74%),217 (1.58),←,
25,"Poulter, Caleb",21y 282d,25 (11-0-14 44.00%),6 (0.24),13 (8-0-5 61.54%),4 (0.31)
20,"Richards, Ed",25y 17d,119 (62-0-57 52.10%),29 (0.24),←,
9,"Sanders, Ryley",19y 181d,14 (8-0-6 57.14%),,←,
1,"Treloar, Adam",31y 133d,248 (113-1-134 45.77%),150 (0.60),75 (43-0-32 57.33%),53 (0.71)
2,"Ugle-Hagan, Jamarra",22y 107d,61 (32-0-29 52.46%),93 (1.52),←,
23,"Vandermeer, Laitham",25y 168d,62 (33-0-29 53.23%),29 (0.47),←,
3,"Weightman, Cody",23y 187d,70 (39-0-31 55.71%),121 (1.73),←,
14,"West, Rhylee",24y 8d,54 (31-0-23 57.41%),44 (0.81),←,
34,"Williams, Bailey",26y 284d,145 (78-0-67 53.79%),33 (0.23),←,
Totals,Totals,25y 290d,2504 (1338-7-1159 53.43%),1505 (0.60),,
C,"Beveridge, Luke",53y 332d,224 (126-0-98 56.25%),,←,
