Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 252d,46 (19-1-26 42.39%),26 (0.57),←,
50,"Ballantyne, Jon",21y 34d,2 (1-0-1 50.00%),4 (2.00),←,
18,"Cameron, Leon",17y 364d,20 (12-0-8 60.00%),8 (0.40),←,
20,"Coleman, Glenn",29y 210d,145 (79-1-65 54.83%),82 (0.57),20 (11-0-9 55.00%),18 (0.90)
41,"Corcoran, Shannon",19y 191d,2 (1-0-1 50.00%),,←,
22,"Cullen, Mark",21y 343d,25 (10-0-15 40.00%),16 (0.64),←,
12,"Eppelstun, Greg",23y 289d,81 (40-1-40 50.00%),1 (0.01),←,
32,"Foster, Peter",30y 91d,128 (68-2-58 53.91%),50 (0.39),121 (65-2-54 54.55%),48 (0.40)
9,"Georgiades, John",24y 241d,12 (4-0-8 33.33%),21 (1.75),←,
7,"Hawkins, Doug",30y 119d,243 (97-3-143 40.53%),123 (0.51),←,
10,"Hunter, Mark",24y 363d,39 (16-1-22 42.31%),2 (0.05),←,
48,"Kellett, Nigel",20y 257d,6 (1-0-5 16.67%),,←,
21,"Kolyniuk, Steven",20y 58d,31 (15-1-15 50.00%),34 (1.10),←,
11,"McGuinness, Tony",26y 118d,109 (50-2-57 46.79%),108 (0.99),←,
14,"Reynolds, Keenan",21y 237d,18 (11-0-7 61.11%),1 (0.06),←,
33,"Royal, Brian",28y 263d,159 (83-2-74 52.83%),203 (1.28),←,
16,"Wallace, Terry",31y 262d,250 (147-2-101 59.20%),122 (0.49),65 (29-1-35 45.38%),19 (0.29)
24,"Wallis, Stephen",25y 309d,167 (85-2-80 51.50%),40 (0.24),←,
6,"Wigney, Stuart",21y 135d,41 (18-1-22 45.12%),19 (0.46),←,
15,"Wynd, Scott",20y 219d,35 (15-0-20 42.86%),6 (0.17),←,
Totals,Totals,24y 53d,1559 (772-19-768 49.52%),866 (0.56),,
C,"Wheeler, Terry",35y 172d,22 (12-0-10 54.55%),,←,
