Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",17,4,4,21,1,1.0,,3.0,2.0,3.0,3.0,3.0,,,,9.0,9.0,1.0,,1.0,,,90.0
9,"Carr, Matthew",15,7,9,24,1,2.0,,2.0,,6.0,4.0,1.0,,,,12.0,12.0,3.0,1.0,1.0,2.0,,90.0
10,"Cook, Troy",6,6,4,10,,1.0,,9.0,1.0,2.0,1.0,,1.0,,,7.0,6.0,,1.0,1.0,,1.0,64.0
24,"Croad, Trent",9,1,3,12,3,2.0,,2.0,,4.0,1.0,,,1.0,,8.0,5.0,1.0,1.0,1.0,1.0,,84.0
14,"Grover, Antoni",7,3,3,10,,,,3.0,2.0,2.0,3.0,,,,,3.0,6.0,,,4.0,,,95.0
42,"Haddrill, Robert",6,4,3,9,,,,,1.0,,1.0,4.0,1.0,2.0,,4.0,4.0,1.0,,3.0,,,83.0
39,"Haines, Daniel",9,3,5,14,,,,,2.0,4.0,1.0,,,,,6.0,8.0,1.0,,1.0,,,57.0
4,"Hasleby, Paul",19,5,7,26,1,,,3.0,,8.0,4.0,2.0,2.0,1.0,2.0,9.0,16.0,,1.0,2.0,,3.0,86.0
43,"Hayden, Roger",8,3,4,12,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,7.0,5.0,1.0,,2.0,1.0,,74.0
11,"Headland, Des",7,3,5,12,,,1.0,2.0,,2.0,2.0,3.0,2.0,,,6.0,7.0,,,1.0,2.0,,81.0
28,"Koops, Steven",9,2,3,12,1,,,4.0,,6.0,2.0,1.0,1.0,1.0,,7.0,4.0,,,1.0,2.0,2.0,81.0
20,"Longmuir, Justin",5,5,1,6,2,1.0,4.0,1.0,,2.0,1.0,,,,,5.0,2.0,4.0,3.0,,,,89.0
8,"McManus, Shaun",10,3,6,16,,1.0,,6.0,2.0,2.0,3.0,2.0,2.0,2.0,,6.0,8.0,,1.0,4.0,,,86.0
34,"Medhurst, Paul",14,5,,14,7,1.0,,2.0,,1.0,,4.0,2.0,2.0,3.0,8.0,4.0,2.0,5.0,,,2.0,100.0
29,"Pavlich, Matthew",20,6,2,22,2,,,3.0,2.0,7.0,2.0,3.0,1.0,1.0,,6.0,14.0,,1.0,1.0,2.0,,100.0
12,"Polak, Graham",12,7,,12,,,,,5.0,1.0,,3.0,1.0,1.0,,4.0,7.0,2.0,,4.0,1.0,,91.0
31,"Sandilands, Aaron",3,3,6,9,,,10.0,,,1.0,3.0,1.0,1.0,,,6.0,3.0,1.0,,4.0,,,52.0
3,"Schammer, Byron",6,4,5,11,,1.0,,,,3.0,1.0,4.0,1.0,,,4.0,8.0,,,1.0,,,61.0
2,"Simmonds, Troy",4,3,6,10,,,22.0,3.0,,4.0,,1.0,2.0,1.0,,8.0,3.0,2.0,,1.0,,,89.0
19,"Walker, James",9,3,7,16,,,,1.0,2.0,3.0,,2.0,,,,5.0,10.0,,,,4.0,,91.0
26,"Waterhouse, Clive",6,3,2,8,1,1.0,,,,2.0,,,1.0,,,3.0,6.0,,2.0,2.0,,1.0,66.0
6,"Woods, Dion",7,2,4,11,,,,4.0,3.0,,1.0,2.0,2.0,,,7.0,4.0,2.0,,5.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,85,89,297,19,13.0,37.0,50.0,23.0,64.0,34.0,37.0,22.0,12.0,5.0,140.0,151.0,21.0,16.0,40.0,15.0,9.0,
Opposition,Opposition,179,58,123,302,15,9.0,22.0,27.0,39.0,43.0,46.0,38.0,12.0,22.0,1.0,142.0,160.0,11.0,11.0,40.0,24.0,4.0,
